Berita,Label,Category_id
pria di sulsel sanderagantung anak kandung gegara istri minta pisah pria di sulawesi selatan sulsel menyandera anak kandungnya yang berusia  tahun selama  jam aksi pelaku bernama sandi  itu dipicu rasa kesal karena istrinya minta berpisahdikutip detiksulsel peristiwa itu terjadi di rumah pelaku di desa massulowalie kecamatan mattiro sompe pinrang pada minggu  pukul  wita sandi merekam aksinya menganiaya anaknya hingga videonya beredar di media sosial dalam video beredar tampak nenek dari korban anak tersebut hendak menyelamatkan cucunya namun pelaku sandi tetap ngotot hendak merebut kembali anaknya pelaku terlihat menggantung anaknya dengan tali terlilit di leher korban balita tersebut tampak menangis histerisini yang mau mulihat ini kata sandi saat merekam aksinya menggantung anaknyadalam penggalan video lainnya sandi mengempaskan anaknya ke kasur berulang kali tampak pula senjata tajam jenis parang di kasur yang dipakai pelaku mengancam membunuh anaknya ini yang kau tunggu kah tutur sandi saat menghempaskan anaknya sementara itu kasat reskrim polres pinrang iptu andi reza pahlawan mengaku pelaku dan anaknya baru diamankan pagi tadi pelaku melepaskan anaknya dari penyanderaan setelah negosiasi yang berlangsung alot selama  jam yah dia pelaku ini menyandera anaknya mulai jam  malam kemarin sampai  pagi tadi ungkap reza senin  reza mengatakan pelaku menyandera anaknya sebab kesal dengan istri dan keluarga istrinya perselisihan ini dipicu setelah pelaku menolak pisah ranjang dengan istrinya pelaku mengaku kesal terhadap istrinya dan keluarga istrinya dia sudah lama pisah ranjang sudah hampir setahun jadi dia tidak mau pisah dengan istrinya sehingga mengancam anaknya bebernya dia menjelaskan polisi yang menerima informasi pun turun ke lokasi kejadian tkp reza mengatakan pelaku ngotot tidak mau melepaskan anaknya semalaman kami di sana melakukan negosiasi kepada pelaku tetapi pelaku tetap bersikeras baru jam  pagi tadi kami baru bisa menyelamatkan korban paparnya setelah proses negosiasi yang berjalan alot pelaku akhirnya diamankan senin pagi polisi masih melakukan pemeriksaan terhadap pelaku di mapolres pinrang,keluarga,0
perkosa anak tiri usia  tahun pria di jembrana terancam  tahun seorang pria di kecamatan negara kabupaten jembrana berinisial fr  ditangkap polisi karena memerkosa anak tirinya yang masih berusia  tahun atas perbuatannya fr terancam pidana penjara paling lama  tahun korban ini masih kelas  sd dan merupakan anak tiri dari pelaku yang berasal dari banyuwangi tersangka tinggal di jembrana karena menikah dengan orang jembrana ungkap kapolres jembrana akbp endang tri purwanto saat rilis pers di aula mapolres jembrana selasa  endang mengungkapkan pemerkosaan terhadap korban terjadi pada senin  di dapur mes salah satu pabrik di kecamatan negara kabupaten jembrana peristiwa itu terungkap ketika korban mengeluh tidak bisa buang air besar bab dan keluar darah dari kemaluan setelah dilakukan pemeriksaan dan korban dirujuk ke rsu negara dokter mengatakan hal yang mengejutkan yakni korban sudah disetubuhi seseorang setelah ditanyakan kepada korban secara perlahan korban mengaku bahwa ayah tirinya melakukan pelecehan seksual terhadap korban imbuh endang tidak terima ibu korban kemudian melaporkan kejadian ini ke polres jembrana setelah di kantor polisi korban mengaku fr melecehkannya pada saat pulang mengaji dijemput oleh fr dan diajak ke mes pabrik tempat fr bekerja pada saat kejadian ibu korban sedang berada di rumah neneknya  korban sempat menolak dan melawan tersangka tapi korban terus didorong dan ditidurkan oleh tersangka beber endang terungkap pula pemerkosaan itu terjadi beberapa kali saat ibu korban atau istri fr tidak ada menurut pengakuan tersangka dia sudah melakukan aksi bejatnya sebanyak empat kaliberdasarkan laporan ibu korban polisi menangkap fr pada rabu  dan resmi ditahan sehari kemudian setelah serangkaian pemeriksaan atas perbuatannya tersangka dijerat dengan pasal  ayat  dan ayat  undangundang nomor  tahun  tentang perlindungan anak atau pasal  huruf c jo pasal  ayat  huruf c jo pasal  ayat  huruf a huruf e dan huruf g undangundang nomor  tahun  tentang tindak pidana kekerasan seksual ancaman hukuman untuk kasus ini cukup berat yakni pidana penjara paling singkat  tahun dan paling lama  tahun tegas endang polres jembrana mengimbau kepada seluruh orang tua untuk lebih memperhatikan pergaulan anakanak mereka  orang tua harus menjadi sahabat bagi anakanaknya sehingga anakanak berani menceritakan segala sesuatu yang mereka alami tandasnya,keluarga,0
polisi amankan ibu banting anak di jaksel akan lakukan olah tkp seorang balita berusia  tahun dibanting ibu kandungnya berinisial ty  sampai meninggal dunia di jagakarsa jakarta selatan polisi sudah mengamankan ty dan melakukan penyelidikan kasi humas polres metro jakarta selatan akp nurma dewi mengatakan saat ini polisi masih mencari tahu alasan sang ibu membanting anaknya sementara ini dari kronologi kejadian yang didapat sang ibu membanting anaknya ke lantai teras rumah tanpa sebab masih didalami semalam masih kami dalami memang ibunya sudah kita amankan kata akp nurma dewi kepada wartawan di gedung tribrata jakarta selatan selasa  kini penyidik polres metro jakarta selatan sudah bergerak untuk memproses kasus tersebut kemudian tempat kejadian sudah diamankan polisi iya betul lakukan olah tkp jadi mereka penyidik masih cari saksisaksi barang bukti ungkapnya jadi di ppa dari kemarin sudah kita menggali keteranganketerangan butuhkan oleh penyidik sambung dia sebagaimana diketahui insiden itu terjadi pada minggu  di jagakarsa jakarta selatan akp nurma dewi mengatakan awal mula anak dibanting adalah ketika keduanya sedang di teras rumah si ibu membanting anaknya tanpa alasan yang jelas jadi gini lagi duduk di teras kemudian ini dengan ibunya nih ibu kandungnya anak itu kan umur  tahun lebihlah terus tibatiba itu dia langsung ngebanting aja kenalah ke keramik gitu loh di teras kata akp nurma dewi saat dimintai konfirmasi wartawan selasa nurma menerangkan ibu membanting anaknya ke lantai sekitar dua kali namun ada saksi yang menyebutkan tindakan itu dilakukan si ibu berkalikali nah tapi kalau saksi lihat neneknya omnya sama tantenya itu berkalikali tapi yang jelas itu dua kali iya pembantingannya tapi ada yang bilang dia kan ada tiga orang saksi ada yang bilang berkalikali ada yang bilang dua kali ungkapnya,keluarga,0
polisi limpahkan berkas kasus ibu tangerang cabuli anak kandung ke jaksa polda metro jaya mengungkap perkembangan terkini penanganan kasus ibu muda tangerang berinisial r  yang mencabuli anak kandungnya sendiri berusia  tahun yang sempat viral di medsos beberapa waktu lalu terkini berkas perkara sudah dilimpahkan ke kejaksaan untuk penanganan perkara yang di ditreskrimsus polda metro jaya sudah tahap i penyerahan berkas perkara ke jaksa penuntut umum untuk kepentingan penelitian berkas perkara kata dirkrimsus polda metro jaya kombes ade safri simanjuntak kepada wartawan selasa ade mengatakan saat ini pihaknya masih menunggu penelitian jaksa terkait berkas perkara tersebut jika dinyatakan lengkap akan dilakukan pelimpahan tahap ii yakni tersangka dan barang bukti sebagaimana diketahui ada dua kasus ibu mencabuli anak kandungnya sendiri yang ditangani polda metro jaya kasus pertama ditangani ditreskrimsus yakni ibu muda berinisial r  di tangerang selatan mencabuli anaknya yang masih berusia  tahun sementara kasus kedua adalah ibu di kabupaten bekasi berinisial ak  yang tega mencabuli putera kandungnya yang berusia  tahun kasus kedua ditangani ditreskrimum polda metro jayadalam dua kasus tersebut ada sosok icha shakila yang disebut melakukan pengancaman akan menyebarkan foto bugil r dan ak jika tidak menuruti perintahnya untuk bersetubuh dengan anaknya akun facebook icha shakila juga mengimingimingi sejumlah uang atas arahan bejatnya tersebut penyelidikan polisi pun berlanjut hingga menemukan wanita s sebagai pemilik akun icha shakila yang berdomisili di cileungsi kabupaten bogor namun kepada polisi wanita s juga mengaku menjadi korban kasus serupa wanita s mengaku diimingimingi modus serupa oleh seorang wanita berinisial m saat ini pihak kepolisian masih memburu sosok m yang diduga meretas akun facebook wanita s yang juga diduga menjadi dalang utama kasus dua ibu mencabuli anak kandungnya sendiri untuk yang diduga melakukan hack atas akun icha shakila masih dalam pencarian tim penyidik karena banyak menggunakan fake account pungkasnya,keluarga,0
modus ayah perkosa anak kandung di mataram ancam ceraikan ibu korban polresta mataram mengungkap modus mjs  pria asal kecamatan selaparang kota mataram yang memerkosa anak kandungnya sejak smp hingga duduk di bangku kuliah pria itu mengancam akan menceraikan ibu korban modus pelaku dengan cara mengancam jika tidak mau bersetubuh akan ceraikan ibu korban kata kasatreskrim polresta mataram kompol i made yogi purusa utama senin sore  menurut yogi pelaku tega memerkosa anak kandungnya berinisial dl  sejak korban duduk di bangku kelas  smp hingga kuliah korban diperkosa dari usia  tahun sampai usia  tahun tidak sampai hamil imbuh yogi saat ini mjs telah ditetapkan tersangka dan telah ditahan di polresta mataram kami sudah melakukan visum terhadap korban hasilnya ditemukan luka robek di kelamin korban tutur yogi diketahui kasus ini terungkap pada kamis  saat itu ibu korban baru pulang dari rumah orang tuanya ibu korban mendengar kabar dari tetangganya bahwa anaknya ada masalah belakanga terungkap bahwa anaknya diperkosa berulang kali oleh suaminya sendiri dia kemudian melapor ke polisi,keluarga,0
kasus ayah perkosa anak tiri di pati polisi bukan sejak sd seorang ayah di pati nyaris dihajar massa saat diserahkan ke polisi lantaran disebut memperkosa anak tirinya sebelumnya kepala desa kades setempat inisial s menyebut korban diperkosa sejak kelas  sd sampai smp polisi kemudian meluruskan informasi mengenai itupelaku diserahkan ke kepolisian pada rabu  juli  malam momen pelaku diamankan warga sebelum dibawa polisi itu viral di media sosialkasat reskrim polresta pati kompol m alfan mengatakan dari hasil pemeriksaan sementara pelaku melakukan aksi bejat itu saat korban masih kelas  smp sampai kelas  smp jadi bukan sejak sekolah dasar sd dilakukan dua tahun ini yakni sekitar oktober  hingga april  sekitar empat hingga lima kali ungkap alfan saat dihubungi wartawan senin perbuatan bejat itu dilakukan pelaku saat ibu korban sedang pergi berdagang saat itulah pelaku mengancam korban memuaskan nafsu bejatnya dilakukan di rumah kebetulan ibu korban berdagang maka dicari waktu saat ibunya tidak ada di rumah pelaku selalu menggunakan ancaman hingga upaya bujuk rayu sambungnya hingga kini polisi masih melakukan pendalaman terhadap kasus pemerkosaan tersebutdiberitakan sebelumnya kepala desa setempat inisial s membenarkan adanya penangkapan terduga pelaku pemerkosaan itu memang diamankan pelakunya karena warga emosi warga marah kata s saat dihubungi via telepon kamis  pekan lalu s melanjutkan pelaku sempat dibawa ke balai desa kemudian polisi datang dan membawanya ke polresta pati akhirnya diamankan polisi dibawa ke polsek mau masuk ke mobil itu ada beberapa orang yang mau akan jotos ucap diasaat itu s mengatakan awalnya korban bersama ibunya datang ke rumah s pada rabu  pagi saat itu s baru pulang dari sawah s lantas mengajak keduanya ke kantor desa di kantor desa ibu itu bercerita bahwa anaknya jadi korban pemerkosaan oleh suaminya atau ayah tiri korban ibu korban kemudian menunjukkan barang bukti kepada pemerintah desa ibu korban cerita jika anaknya dikumpuli ayah tirinya sendiri jelasnyasaat ditanyai korban mengaku diperkosa ayah tirinya sejak sd hingga kini korban sudah smp korban mengaku diancam korban ngaku kalau dikumpulin bapaknya sejak sd kelas  sampai smp ya sudah berkalikali ujar s saat itu setelah menerima laporan tersebut s mengatakan pelaku diamankan warga lalu diserahkan ke polisi saat ini sedang ditangani oleh ppa polresta pati kata kasi humas polresta pati ipda muji sutrisna saat dihubungi wartawan via telepon kamis polisi menambahkan tersangka sebelumnya juga pernah dihukum  tahun penjara dari pengakuan tersangka bahwa yang bersangkutan pernah dihukum sebelumnya atas tindak pidana membawa anak tanpa izin pada tahun  divonis  tahun penjara kata kasat reskrim polresta pati kompol m alfan armin,keluarga,0
teganya duda di karangasem perkosa anak kandung  kali seusai ditinggal istri seorang duda berinisial inm  tega memerkosa anak kandungnya berinisial lwp  sebanyak lima kali aksi bejat duda asal karangasem bali itu membuat anaknya mengalami depresi berat berdasarkan hasil pemeriksaan psikologis yang kami lakukan terhadap korban ia mengalami depresi kata kepala unit kanit iv bidang perlindungan perempuan dan anak ppa satreskrim polres karangasem ipda i gede alit sabtu menurut alit lwp merasa tertekan dan takut saat disetubuhi oleh ayahnya kini pelajar kelas xii di salah satu smk negeri di karangasem itu dititipkan di uptd ppa karangasem untuk mendapat pendampingan khusus dan memulihkan kondisinya alit mengungkapkan inm memerkosa lwp karena tidak kuat menahan nafsu inm pun gelap mata lantaran kebutuhan biologisnya tidak terpenuhi semenjak istrinya meninggal tiga bulan lalu saat melakukan persetubuhan pelaku dalam keadaan sadar karena kebetulan anaknya atau korban tidur satu kamar dengan pelaku kata alit alit menyebutkan pemerkosaan tersebut pertama kali terjadi di rumah inm pada  juni lalu menurut pengakuan lwp ayahnya tibatiba membangunkan dirinya saat malam hari dan menyuruhnya membuka celana menurut alit lwp terpaksa menuruti perintah ayahnya tersebut karena takut karena sifat ayahnya keras dan sering melihat ayahnya memukul kakaknya saat di rumah ketika tidak mau menuruti perintahnya sehingga terjadilah persetubuhan tersebut imbuhnya inm kembali memerkosa anak kandungnya pada  dan  juni serta  juli dan  juli  semua persetubuhan itu dilakukan di kamar saat tengah malam kasus pemerkosaan itu terkuak setelah lwp menceritakan kejadian yang dialaminya kepada kakaknya lwp berani bercerita setelah merasa sudah tidak tahan dengan perbuatan ayahnyamendengar cerita adiknya kakak lwp kemudian menceritakan perbuatan ayahnya itu kepada saudaranya yang lain atas pertimbangan saudarasaudaranya itu mereka pun sepakat untuk melaporkan kejadian tersebut ke polisi pada jumat  seusai menerima laporan polisi langsung melakukan penyelidikan dan berhasil menangkap inm di rumahnya saat diinterogasi inm pun mengakui semua perbuatannya kami sedang kebut kasusnya saat ini kami masih berada di lokasi kejadian untuk melakukan olah tkp supaya kami segera melakukan gelar untuk menetapkan pelaku sebagai tersangka ucap alit polres karangasem telah melakukan visum et repertum ver terhadap lwp berdasarkan hasil visum tersebut diketahui ada benda tumpul yang masuk di kemaluan lwp selain itu selaput dara lwp juga robek akibat ada penetrasi yang berulang kami akan segera kumpulkan buktibukti serta minta keterangan dari saksisaksi untuk segera menetapkan pelaku sebagai tersangka tadi saat olah tkp kami juga berhasil mengamankan beberapa barang bukti pungkasnya alit,keluarga,0
teganya pemilik daycare di pekanbaru lakban anak di kursi berujung tersangka heboh seorang pemilik dan pengasuh daycare atau tempat penitipan anak di pekanbaru riau diduga menganiaya anak yang dititipkan dengan melakbannya di kursi hingga tak memberinya makan akibat kejadian itu ibu sang anak bernama aya sofia  melaporkan pemilik daycare tersebut ke polisi karena tak terima melihat anaknya dilakban dan tak diberi makanmenurut pengakuan aya kasus itu terungkap pada mei lalu saat itu salah seorang pengasuh meminta nomor telephone miliknya saat suaminya menjemput sang anak akhir bulan mei salah satu pengasuh di daycare minta kontak saya saat suami jemput anak saya di daycare cerita aya kamis  kemudian pengasuh tersebut menelponnya dan menceritakan tentang kondisi anaknya selama di daycare ia pun syok mendengar cerita pengasuh tersebut malamnya menghubungi saya via telephone bilang kondisi anak saya selama di daycare saya syok saya suruh datang ke rumah saya keesokan harinya untuk penjelasan lebih lanjut kata aya keesokannya para pengasuh tersebut datang dan menceritakan kondisi anak mereka di daycare tersebut serta memberikan buktibukti berupa foto mereka berikan saya buktibukti berupa video dan foto anak saya diikat di baby chair anak saya juga tidak dikasi makan salah satu pengasuh berinisiatif memberi makan anak saya diamdiam katanyabukan hanya tak diberi makan snack yang diberikan aya untuk anaknya itu justru disita dengan alasannya belum bayar cattering dan agar tak banyak buang air besar bab saat di daycare snack anak yang saya bekalkan pagi pun disita tidak diberikan ke anak saya saat pengasuh bertanya kenapa anak saya tidak dikasi makan dia bilang saya tidak bayar katering makan anak saya dan jangan dikasi makan nanti sering bab repot kata aya ia pun kaget melihat kondi anaknya yang diikat di baby chair hingga tak diberi makan ia pun mengancam akan melaporkan pemilik daycare tersebut ke polresta pekanbaru tanggal  mei saya laporkan perkara ke polresta pekanbaru dan masih dalam penyidikan ada  yg saya laporkan pemilik daycare wd dan pengasuh anak saya dn yang divideo katanyapolisi lalu menetapkan pemilik yang juga pengasuh daycare di pekanbaru bernama winda febrina sebagai tersangka dengan kasus penganiayaan anak identitas tersangka wf pemilik sekaligus pengasuh daycare jelas kasat reskrim polresta pekanbaru kompol berry juana kamis  penetapan tersangka itu dilakukan setelah polisi memeriksa sejumlah saksi serta alat bukti dan video dugaan penganiayaan di tempat penitipan anak tersebut setelah saksisaksi diperiksa semuanya kami tetapkan tersangka wf kemarin ini setelah semua buktibukti juga diperiksa ada video foto dan keterangan mantan pegawai kata berry,pengasuh,1
penganiayaan di daycare depok meita sedang hamilikut asuh anak titipan meita irianty pemilik daycare wensen school ditetapkan sebagai tersangka atas kasus penganiayaan balita  tahun dan bayi  bulan influencer parenting itu kini ditahan di polres metro depokdikutip detiknews kasus ini mencuat setelah video rekaman cctv yang memperlihatkan aksi meita irianty melakukan kekerasan kepada kedua korban penganiayaan itu terjadi saat kedua korban dititipkan oleh orang tuanya di wensen school harjamukti cimanggis depoksalah satu orang tua korban berinisial rd mengungkapkan anaknya yang berusia  tahun mendapatkan kekerasan dari meita irianty alias tata irianty rd mengungkap perbuatan keji meita ini terungkap setelah anaknya berperilaku aneh kerap histeris ketika bertemu dengan meita awalnya rd juga mendapati anaknya mengalami memarmemar sepulang dari daycare hingga demam tetapi saat itu dia berpikiran positif mungkin anak sakit namun hasil pemeriksaan dokter menyatakan demam pada korban bukan yang menyebabkan munculnya memar memar tersebut disebabkan karena adanya benturan atau tekanan sampai akhirnya orang tua mendapatkan laporan dari guru di wensen school terkait dugaan penganiayaan itu singkatnya orang tua juga mendapatkan bukti rekaman cctv yang memperlihatkan saat meita irianty melakukan kekerasan pada anak tersebut tanggal  juni  itu anak saya mendapatkan kekerasan berupa pemukulan di beberapa bagian tubuh lalu ditendang perutnya sampai dia jatuh sampai dia tersungkur lalu juga ada ditusuk di bagian punggung kata ibunda korban rd saat membuat pengaduan di kpai jakarta pusat selasa  penganiayaan itu cocok dengan buktibukti yang dimilikinya korban sempat memarmemar sepulang dari daycare bukti itu cocok dengan bukti yang saya punya yaitu foto memarmemar di badan anak saya setelah dia pulang dari daycare katanya orang tua telah membuat aduan terkait kejadian ini ke kpai orang tua juga melapor polisipolres metro depok turun tangan menyelidiki kasus ini hingga akhirnya meita irianty ditangkap pada rabu  dan telah ditetapkan sebagai tersangkaberikut faktafakta kasus tersebut dirangkum detikcom jumat  polisi menetapkan meita irianty sebagai tersangka dalam kasus penganiayaan balita dan bayi  bulan dia terancam hukuman  tahun penjara atas perbuatannya itu kami kenakan uu perlindungan anak nomor  tahun  pasal  ayat  dan ayat  ancaman hukumannya maksimal  tahun kata kapolres metro depok kombes arya perdana saat jumpa pers di mapolres metro depok kamis  arya mengatakan sesuai uu perlindungan anak nomor  tahun  pasal  ayat  dan ayat  tersangka terancam maksimal  tahun penjara apabila korban mengalami luka berat namun apabila mengalami luka ringan tersangka terancam  tahun  bulan polisi mengungkap meita irianty sedang hamil kapolres depok komisaris besar arya perdana memastikan polisi akan tetap menyidik tersangka meski dalam kondisi hamil dengan tetap mengedepankan kondisi kesehatan tersangka kami dalam melakukan penyidikan itu normatif saya orang yang mempunyai penyakit khusus atau mungkin dalam kondisi khusus seperti mengandung dan sebagainya tetap kami lakukan pemeriksaan tidak ada masalah ujar arya tapi kalau ada masalah kami akan larikan ke rumah sakit tentu rumah sakit kramat jati polri yang memang berwenang melakukan itu ucapnya kepada polisi meita mengaku khilaf telah melakukan perbuatan keji tersebut jadi kalau motif sementara kami sudah tanyakan yang bersangkutan menyatakan khilaf gitu ya kata arya polisi masih mendalami motif secara khusus perbuatan meita menganiaya balita meita juga akan dilakukan pemeriksaan psikologis nantinya polisi telah menangkap meita irianty alias tata irianty pemilik daycare wensen school sekaligus influencer parenting atas kasus penganiayaan balita berusia  tahun dan bayi  bulan kini wensen school yang menjadi lokasi penganiayaan itu disegel polisi kaur humas polres metro depok iptu made budi mengatakan penyegelan dilakukan untuk kepentingan penyidikan kasus penganiayaan yang saat ini tengah berjalan iya tadi sore pukul  wib dipasangi garis polisi kata made saat dihubungi wartawan kamis p olisi menyita cctv guna menyelidiki kasus tersebut ya jadi memang kami menemukan ada  video kalau nggak salah di hari dan tanggal yang berbeda dan kami sedang menelusuri ada korban lain yang di dalam video itu yang mungkin diperlakukan kasar atau kekerasan dari pelaku ungkap arya polisi mengatakan meita juga sebagai pengasuh di daycare iya pemilik sekaligus pengasuh juga jadi ikut mengasuh anakanak yang ada di daycare beber aryaarya mengatakan meita setiap hari datang ke daycare untuk mengasuh sejauh ini ada  anak yang dititipkan di daycare tersebut oh iya setiap hari datang dia ke daycare kalau yang dititipkan itu sejauh ini yang kami tanyakan ada sepuluh sepuluh anak jadi ini untuk orang tuaorang tua yang mungkin bekerja jelasnya tidak mampu menyediakan waktu secara khusus terhadap anak dan harus pergi kerja dititipkanlah anak anak di situ jadi kami menanyakan hal ini kepada yang bersangkutan memang ada  anak yang berada di sana tambahnya polisi mengungkapkan kondisi terkini kedua korban korban pertama dalam kondisi baik namun ada trauma kalau kondisi anak yang pertama itu dalam kondisi baik alhamdulillah tapi ada traumatiknya kata arya polisi akan melakukan visum psikologi guna mengetahui traumatik yang dialami korban namun berdasarkan pelaporan korban mengalami ketakutan saat melihat meita traumatiknya akan kami dalami dengan visum psikologi itu berdasarkan pelaporan yang disampaikan ada ketakutan ketika melihat pelaku ucapnya arya mengatakan bayi usia  bulan akan dilakukan visum dan rontgen guna mengetahui kondisi tubuh korban yang satu lagu yang umur  bulan akan kita lakukan visum dan rontgen terhadap kondisi tubuhnya jelasnya,pengasuh,1
viral balita dianiaya psikolog ingatkan tak hakimi ortu yang titip anak di daycare viral kasus penganiayaan balita di tempat penitipan anak atau daycare di depok jawa barat kasus tersebut terungkap setelah salah satu pengasuh melaporkan kejadiannya kepada pihak kepolisian satu anak berinisial mk berusia dua tahun korban lainnya berinisial hw berusia sembilan bulan polisi telah menetapkan meita irianty pemilik daycare menjadi tersangka terlepas dari kejadian tersebut psikolog anak dan keluarga rika kristina mengingatkan sangat penting untuk orang tua untuk melihat kondisi daycare sebelum memutuskan menitipkan buah hatinya menitipkan anak baik kepada baby sitter atau daycare biasanya menjadi pilihan orang tua bekerja namun dia menegaskan menitipkan anak ke pengasuhan orang lain bukan tanda pengabaian tidak seharusnya orang tua yang menitipkan anak dihakimi karena memasukkan anak ke daycare setiap orang punya situasi dan kondisinya masingmasing dan pasti setiap pilihan sudah dipikirkan dengan matang apapun pilihannya pasti ada risiko baik itu pakai art babysitter titip mertua kata rika kasus kekerasan terhadap anak bisa diminimalisir dengan melakukan riset sebelum memilih daycare bisa dilakukan dengan mendatangi langsung atau bertanya dengan kerabat lainnya selain itu penting juga memeriksa lisensi pengasuh yang bersosialisasi dengan anak pastikan pengasuh memiliki kualifikasi dan pengalaman yang tepat sehingga meminimalisir kejadian yang tidak diinginkan dari jawaban yang ada dan lokasi yang kita lihat kita akan bisa menlai apakah daycare itu pas atau aman untuk anak atau nggak ucap rika,pengasuh,1
seorang ayah di sibolga tega cabuli anak kandungnya seorang anak perempuan yang masih berusia  tahun menjadi korban pencabulan oleh ayah kandungnya inisial my  di kota sibolga provinsi sumatera utara sumut kini pelaku telah ditahan untuk diproses hukum lebih lanjut pada jumat  ibunya inisial fa  sedang berada di rumah tibatiba anak lakilakinya memberi tahu ayahnya sedang mencabuli korban yang merupakan kakaknya terang kapolres sibolga akbp achmad fauzy rabu  achmad mengatakan kejadian ini terungkap saat adik lakilaki korban mengadukan tindakan tidak senonoh ayahnya ke ibunya berinisial fa fa pun mengecek kejadian itu benar atau tidaknya merasa keberatan fa membuat laporan di polres sibolga agar suaminya diproses hukum petugas melakukan penyelidikan dan pelaku berhasil ditangkap saat berada di rumah adik iparnya pada selasa  saat ditemukan urine pelaku melakukan tes urine dan positif narkoba jadi ini pelakunya positif narkoba jenis ganja dan mengaku telah mencabuli anak kini pelaku telah ditahan dan akan diberikan hukuman sesuai ketentuan yang berlaku tutupnya penulis keterangan foto  seorang anak perempuan yang masih berusia  tahun menjadi korban pencabulan oleh ayah kandungnya inisial my  terjadi di kota sibolga provinsi sumatera utara sumut kini pelaku telah ditahan untuk diproses hukum lebih lanjut ,keluarga,0
siswi smp di minsel dibully dan ditampar teman diduga dipicu masalah asmara kasus siswi smp berinisial a di kabupaten minahasa selatan minsel sulawesi utara sulut yang menjadi korban bully atau perundungan teman kelasnya ternyata dipicu persoalan asmara dinas pendidikan disdik minsel turun tangan memediasi perkara tersebutbayangkan anak umur  tahun masalah dimulai dari cowok percintaan ujar kepala disdik minsel arthur tumipa jumat  tumipa menjelaskan pelaku cemburu terhadap hubungan korban dengan salah satu pria yang dekat dengannya hal ini memicu pelaku membully hingga menampar korban di dalam kelas yang memukul ini naksir sama si cowok saya tanya sama dia pelaku sudah jadi atau belum katanya masih pdkt pendekatan ujarnya dia menambahkan kasus ini sudah dimediasi kedua belah pihak sudah dipertemukan agar tidak mengulangi perbuatannya kita akan pantau perkembangan jika masih terjadi lagi maka anakanak yang melakukan bullying ini akan dirumahkan terang tumipa pihaknya juga memperingatkan kepala sekolah untuk meningkatkan pengawasan tumipa menekankan agar kawasan sekolah harus bebas dari aksi bully atau kekerasan kita warning bila masih terjadi lagi hal yang serupa maka akan kami copot kepala sekolah begitu juga dengan guruguru pengawas yang ada di sekolah tersebut ujarnya orang tua juga kita ingatkan untuk melakukan pendidikan di rumah karena siswa hanya sekitar  jam berada di sekolah tambah tumipa sebelumnya diberitakan aksi bully itu terjadi di salah satu smp di kecamatan sinonsayang minsel pada selasa  sekira pukul  wita peristiwa yang viral di media sosial ini dilaporkan ke polisi orang tua jadi membuat laporan resmi di polres kemarin kalau tidak salah sore sudah datang ke polres ujar kasat reskrim polres minahasa selatan iptu ahmad pratama kamis  dalam video beredar korban diteriaki hingga ditampar oleh teman sekelasnya rekan sekelasnya yang lain tidak ada yang berupaya melerai,teman,3
pria di sumbar ditangkap usai perkosa anak tiri  kali pria berinisial e  warga kecamatan suliki kabupaten limapuluh kota sumatera barat sumbar ditangkap polisi karena diduga mencabuli dan menyetubuhi anak tirinya berinisial f  aksi bejat pelaku dilakukan sebanyak  kali sejak  lalu di rumahnya pelaku sudah kami amankan di polres sementara pencabulan dan persetubuhan ini dilakukan dia sebanyak  kali yang pertama itu di bulan juli dan terakhir di desember  lalu kata kasat reskrim polres limapuluh kota iptu hendra kepada detiksumut sabtu  hendra menyebut pelaku diamankan sejak kamis  lalu sementara kasus ini terungkap usai korban melaporkan kejadian yang dialami pada ibunya beberapa hari sebelum pelaku ditangkap pelaku sejak kamis lalu sudah kami amankan sementara kasus ini baru terungkap beberapa hari sebelum penangkapan sementara kalau lamanya kasus ini terungkap karena korban takut melaporkan jelasnya e sendiri menurut hendra sudah mengakui perbuatannya sementara saat ini pelaku terancam pasal  ayat  junto pasal  j pasal  ayat  undangundang   tentang perlindungan anak dengan hukuman maksimal  tahun penjara pelaku kami kenakan pasal berlapis itu mulai dari pasal  ayat  junto pasal  j pasal  ayat  undangundang   tentang perlindungan anak dengan hukuman maksimal  tahun penjara sementara pelaku sendiri juga telah mengakui perbuatannya jelasnya hendra juga mengajak masyarakat untuk lebih mengawasi anakanaknya saat ini pelaku kejahatan seksual menurutnya banyak berasal dari orang terdekat tentu kami tidak bosanbosan mengajak orang tua selalu mengawasi anaknya karena pelaku cabul dan kejahatannya lainya banyak berasal dari orang terdekat jadi kembali kita tingkatkan lagi pengawas terhadap anak tutupnya,keluarga,0
