Judul,Tanggal,Link,Isi Berita,Label,
PPPA Bone Kecam Guru SMP Pukul Mulut Siswanya gegara Kesal Diejek,"Jumat, 27 Okt 2023 13:16",https://www.detik.com/sulsel/hukum-dan-kriminal/d-7004846/pppa-bone-kecam-guru-smp-pukul-mulut-siswanya-gegara-kesal-diejek,"PPPA Bone Kecam Guru SMP Pukul Mulut Siswanya gegara Kesal Diejek. Dinas Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) Kabupaten Bone, Sulawesi Selatan (Sulsel) mengecam tindakan yang dilakukan guru SMP 9 Watampone Sinar (40) yang memukul mulut siswanya berinisial HL (13). Menurutnya tindakan tersebut tidak selayaknya dilakukan oleh seorang guru. ""Kami sayangkan adanya kasus seperti ini. Karena seorang guru merupakan tenaga pendidik dan panutan bagi siswa,"" ujar Kepala Dinas PPPA Bone ST Rosnawati kepada detikSulsel, Jumat (27/10/2023). Rosnawati mengatakan, sekolah sudah selayaknya menjadi tempat yang ramah untuk anak. Bukan malah sebaliknya menunjukkan arogansi dari seorang guru. ""Selayaknya pihak sekolah harus menerapkan sekolah ramah anak yang tentunya diharapkan kenyamanan bagi siswa untuk memperoleh hak perlindungan anak,"" katanya. Rosnawati mengaku, pihaknya belum melakukan tindakan pendampingan kepada korban. Tetapi pihaknya tetap melakukan pemantauan kasus yang sedang ditangani Unit PPA Polres Bone.""Melihat kasus tersebut kami dari pihak UPT PPA Dinas Pemberdayaan Perempuan dan Perlindungan Anak belum melakukan tindakan karena pihak korban belum melaporkan kasus tersebut untuk dilakukan pendampingan. Tetapi kami tetap memantau perkembangan kasus yang ditangani oleh Unit PPA Polres yang selama ini kami telah bekerja sama dan bersinergi dalam pengelolaan kasus,"" jelasnya. Rosnawati menambahkan, jika pihak penyidik Unit PPA Polres Bone mengajukan ke Dinas P3A untuk dilakukan visum, pihaknya siap memfasilitasi korban sampai layanan rujukan ke psikolog. Dirinya mengharapkan kasus ini bisa diproses cepat. ""Kami mengharapkan proses kasus ini bisa berproses lebih cepat karena korbannya adalah anak sekolah. Tentunya hak-hak anak dalam memperoleh pendidikan bisa terlaksana,"" jelasnya. Diberitakan sebelumnya, siswa SMP berinisial HL di Kabupaten Bone diduga dianiaya oleh gurunya yang bernama Sinar pada Rabu (18/10). Siswa SMP itu dicubit mulutnya dan ditampar mukanya hingga mengalami luka memar di matanya. Orang tua HL keberatan atas tindakan Sinar ke anaknya. Pihaknya pun melaporkan Sinar ke polisi atas dugaan kekerasan anak."" Saya sudah lapor ke polisi kemarin,"" ujar orang tua HL, Armiwanti, Kamis (26/10).Sementara itu, guru SMP 9 Watampone Sinar mengakui memukul mulut siswanya berinisial HL sebanyak dua kali karena kesal diejek. Namun Sinar membantah turut mencubit siswanya saat itu. ""Tidak ada dicubit. Kupukul saja mulutnya, itu pun dua kali,"" ujar Sinar Kamis (26/10).",Tenaga Pendidik,
Suami Cut Intan Nabila Ditetapkan Tersangka KDRT-Kekerasan Anak,"Rabu, 14 Agu 2024 10:27",https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7488922/suami-cut-intan-nabila-ditetapkan-tersangka-kdrt-kekerasan-anak,"Suami Cut Intan Nabila Ditetapkan Tersangka KDRT-Kekerasan Anak. Armor Toreador ditetapkan tersangka kasus dugaan kekerasan dalam rumah tangga (KDRT) dan penganiayaan terhadap istrinya, Cut Intan Nabila. Armor langsung ditahan. Kapolres Bogor AKBP Rio Wahyu Anggoro mengatakan penetapan tersangka dilakukan setelah penyidik melakukan pemeriksaan. Polisi juga langsung menahan tersangka. ""Pemeriksaan dilakukan sebagai tersangka, dan kami telah melakukan penahanan terhadap saudara ATD ini,"" ujar Rio dalam konferensi pers di Polres Bogor, Cibinong, Bogor, Rabu (14/8/2024) Armor dijerat dengan pasal berlapis mulai dari pasal KDRT dan kekerasan anak. Dia mengatakan penetapan tersangka dilakukan setelah Polres Bogor melakukan koordinasi dengan Kementerian PPPA. ""Kami akan berhati-hati dalam melakukan penyidikan ini,"" ujarnya. Adapun pasal berlapis itu adalah pasal KDRT, pasal kekerasan terhadap anak, dan pasal penganiayaan. Diketahui dalam video viral yang beredar yang diunggah Cut Intan Nabila terlihat Armor sedang melakukan KDRT terhadap Intan sehingga anaknya yang masih bayi ikut kena dampak dari kekerasan Armor kepada Intan. Polres Bogor sebelumnya bergerak cepat menelusuri kejadian viral selebgram Cut Intan Nabila yang dianiaya suaminya. Pelaku, Armor Toreador, langsung ditangkap polisi di Kemang, Jakarta Selatan pada Selasa (13/8). ""Sudah ditangkap di salah satu hotel di Kemang, Jaksel,"" kata Kapolres Bogor AKBP Rio Wahyu Anggoro saat dihubungi detikcom.",Keluarga,
Miris! Bukan Sekali Ini Anak Aghnia Punjabi Jadi Korban Kekerasan Pengasuh,"Sabtu, 30 Mar 2024 22:00",https://www.detik.com/jatim/hukum-dan-kriminal/d-7269802/miris-bukan-sekali-ini-anak-aghnia-punjabi-jadi-korban-kekerasan-pengasuh,"Miris! Bukan Sekali Ini Anak Aghnia Punjabi Jadi Korban Kekerasan Pengasuh. Putri sulung selebgram Aghnia Punjabi berinisial CA (3,5) ternyata bukan pertama kali ini mengalami kekerasan oleh pengasuhnya. Saat berusia 1 tahun, pengasuh sebelumnya juga pernah melakukan tindak kekerasan terhadap CA. Hal itu diungkapkan oleh Aghnia Punjabi saat konferensi pers di Mapolresta Malang Kota. Waktu itu istri dari pengusaha Reinukky Abidharma itu memilih untuk memaafkan pelaku. ""Sebelumnya saya sudah pernah mengalami kejadian yang sama. Cuma tidak saya laporkan ke polisi. Saya maafkan,"" ungkap Aghnia kepada wartawan di Polresta Malang Kota, Sabtu (30/3/2024). Aghnia mengaku bahwa kekerasan yang dialami oleh putrinya saat itu bukan dilakukan oleh tersangka IPS. Melainkan oleh pengasuh atau suster lain sebelum dirinya mempekerjakan IPS.""Dulu itu beda suster. Dulu waktu anak saya 1 tahun ada kekerasan,"" akunya. Namun kali ini, perbuatan IPS seakan membuat hancur hatinya sebagai ibu. Dia pun kemudian memilih untuk melaporkan apa yang dialami oleh putrinya ke polisi. ""Jadi kali ini, saya memilih untuk melapor ke polisi. Anak saya disiksa hampir satu jam lebih seperti itu,"" ucapnya sambil berurai air mata. IPS yang hampir setahun menjadi pengasuh CA telah ditetapkan sebagai tersangka penganiayaan. Pelaku yang juga merupakan ibu dari seorang anak itu tega menganiaya CA karena kesal. Saat ini CA tengah menjalani perawatan intensif di rumah sakit. Aghnia menyebut putrinya masih mengalami trauma, beberapa kali dirinya mendengar dan melihat buah hatinya mengigau saat tertidur.""Iya masih seperti ketakutan. Pas waktu tidur 5 kali dia mengigau ketakutan. Setelah saya sadarkan, baru bisa tidur lagi,' sebutnya. Ibu dua anak ini mengaku punya alasan untuk mempekerjakan pengasuh. Meskipun pilihan tersebut banyak dikeluhkan masyarakat pascakejadian yang menimpa putri sulungnya. ""Sebagai ibu saya terpukul, banyak yang menyalahkan saya kenapa harus pakai suster dan sebagainya. Yang tahu kehidupan saya adalah saya sendiri, kebutuhan orang masing-masing berbeda-beda. Dan saya tidak punya masalah dengan suster ini,"" akunya. Saat ini, Polresta Malang Kota telah menurunkan tim trauma healing untuk melakukan pendampingan terhadap korban. Tidak hanya itu, polisi juga sedang melakukan pemeriksaan kejiwaan terhadap pelaku.",Pengasuh,
"Kasus Balita Boyolali Diikat Ortu di Pohon Pisang, Ini Temuan Dinas","Senin, 25 Sep 2023 16:54",https://www.detik.com/jateng/berita/d-6949890/kasus-balita-boyolali-diikat-ortu-di-pohon-pisang-ini-temuan-dinas,"Kasus Balita Boyolali Diikat Ortu di Pohon Pisang, Ini Temuan Dinas. Kasus anak balita di Boyolali yang ditemukan terikat di bawah pohon pisang saat ini masih dalam penanganan Dinas Pengendalian Penduduk, Keluarga Berencana, Pemberdayaan Perempuan dan Perlindungan Anak (DP2KBP3A) Boyolali. Sementara itu Polres Boyolali juga masih melakukan pendalaman.""Kajiannya belum selesai. Ini masih dilakukan penjangkauan dan konfirmasi-konfirmasi,"" ujar Kepala DP2KBP3A Boyolali, Ratri S Survivalina, Senin (25/9/2023). Kejadian kekerasan itu dialami Balita berusia 4 tahun. Anak balita itu diduga mendapat kekerasan dari ibu kandungnya sendiri, AT (27), di rumahnya di Ngemplak. Anak perempuan itu ditemukan warga sekitar terikat kakinya di bawah pohon pisang. Warga kemudian menyelamatkannya dan melaporkan kejadian ini ke DP2KBP3A.Anak tersebut tak hanya diikat, tetapi diduga juga mendapatkan kekerasan fisik. Di punggungnya ada luka memar.Ratri menyatakan bahwa proses penjangkauan masih berlanjut. Diungkapkan dia, kasus tersebut cukup kompleks. Sang anak diduga berulang kali mendapat kekerasan. Tak hanya dari ibu kandung, namun juga ibu asuh sebelumnya. ""Ini kan masih dilakukan penjangkauan, baik dari ibu kandungnya maupun ibu yang ada di KK-nya anak ini terdaftar,"" jelasnya. Korban, lanjut dia, ikut dengan ibu kandungnya di Boyolali baru beberapa bulan. Sebelumnya dia ikut dengan orang tua asuh yang masih ada hubungan saudara dengan ibu kandung korban. Identitas anak itu kini juga masih masuk dalam KK orang tua asuhnya di Jakarta tersebut. ""Sudah berulang-ulang itu (mendapat kekerasan), malah infonya waktu dia ikut yang di KK-nya itu juga mendapatkan kekerasan. Tapi ini masih perlu konfirmasi dan klarifikasi ya,"" imbuhnya. Saat ini masih terus berupaya melakukan penjangkauan ke berbagai pihak. Selain ke orang tua kandung, juga ke orang tua asuh sesuai di KK anak ini.Untuk langkah selanjutnya menunggu hasil penjangkauan dan kajian. Apakah anak tersebut nantinya dikembalikan ke orang tuanya atau diambil untuk dipelihara oleh negara. ""Tunggu hasil penjangkauannya,"" tegasnya",Keluarga,
Kejam! 2 Anak di Malang Disiksa dan Disundut Rokok Ibu Bareng Pacar,"Rabu, 31 Mei  2023 17:56",https://news.detik.com/berita/d-6749477/kejam-2-anak-di-malang-disiksa-dan-disundut-rokok-ibu-bareng-pacar,"Kejam! 2 Anak di Malang Disiksa dan Disundut Rokok Ibu Bareng Pacar. Rani Wahyuni (33) tega menyiksa dua anak kandungnya. Penyiksaan itu turut melibatkan pacar Rani bernama Roni Bagus Kurniawan (37).Dilansir detikJatim, Rabu (31/5/2023), Wakapolres Malang Kompol Wisnu S Kuncoro mengatakan korban penyiksaan Rani dan Roni berinisial ASA (14) dan adik lelakinya AER (4). Berempat, mereka tinggal di sebuah kontrakan di Kabupaten Malang, Jawa Timur. Dalam rumah itulah kedua pelaku kerap menyiksa kedua anak tersebut dengan keji.Dari hasil penyelidikan, dua anak korban selama ini disiksa dengan kejam oleh Rani dan Roni. Penyiksaan itu meliputi disundut rokok hingga disabet kabel. ""Kedua tersangka memberikan hukuman kepada kedua korban dengan menyulut rokok. Tersangka Roni juga pernah menyabetkan kabel listrik dan penggaris besi,"" beber Wisnu.Menurut Wisnu, penyiksaan ini bahkan telah berlangsung sejak September 2022. Kasus penyiksaan korban ini terungkap setelah ayah kandungnya mengetahui dan segera melaporkan. Rani dan Roni pun kini sudah ditangkap dan menjadi tersangka. ""Kasus yang dialami kedua korban terjadi dalam kurun waktu September 2022 sampai dengan 8 Mei 2023, sebelum kemudian dilaporkan oleh ayah kandung korban,"" tandas Wisnu.",Keluarga,
Nasib Guru SD di Makassar Dipolisikan Ortu gegara Cubit Paha Siswanya,"Selasa, 03 Okt 2023 08:50",https://www.detik.com/sulsel/berita/d-6961955/nasib-guru-sd-di-makassar-dipolisikan-ortu-gegara-cubit-paha-siswanya,"Nasib Guru SD di Makassar Dipolisikan Ortu gegara Cubit Paha Siswanya. Guru SD berinisial ST di Makassar, Sulawesi Selatan (Sulsel) dilaporkan ke polisi usai mencubit paha siswanya, AA (7) hingga lebam. Status hukum guru tersebut akan ditentukan setelah polisi merampungkan penyelidikan. Diketahui, tindak dugaan penganiayaan itu terjadi di SD Al Abrar Alauddin Makassar pada Sabtu (23/9). ST mencubit AA gara-gara bermain di musala sekolah bersama temannya. ""Jadi baru memang kita melakukan (pemeriksaan), karena kita mau memantapkan dulu penyelidikan,"" kata Kanit Perlindungan Perempuan dan Anak (PPA) Polrestabes Makassar Iptu Syahuddin kepada detikSulsel, Minggu (1/10/2023). Syahuddin mengatakan pihaknya telah mengambil keterangan pelapor. Siswa inisial AA juga sudah diperiksa dengan hasil ada tiga titik luka lebam di bagian pahanya. ""Waktu diperiksa di Polrestabes Makassar, bahwa ada biru-biru sekitar tiga titik di paha kanannya itu,"" paparnya. Siswa tersebut lanjut Syahuddin, juga sudah divisum. Saat ini pihaknya akan mendalami keterangan ST selaku terlapor. ""Selanjutnya adalah memaksimalkan proses penyelidikan dengan meminta keterangan kepada terlapor, gurunya,"" ucap Syahuddin. Syahuddin menambahkan penyidik akan menyelidiki motif ST mencubit siswanya. Jika ST terbukti melakukan tindak kekerasan, guru tersebut terancam dijerat atas pelanggaran Undang-Undang Perlindungan Anak. ""Harus kita bisa memfaktakan niatnya melakukan itu ataukah bagaimana. Jadi kita harus mengkaji lebih dalam kalau itu dilakukan oleh pendidik atau guru. Kemudian ada juga Undang-Undang Perlindungan Anak,"" terangnya. Dia menekankan nasib ST akan ditentukan lewat gelar perkara jika penyelidikan rampung. Syahuddin memastikan laporan orang tua siswa akan diproses. ""Setelah rampung semua, kita akan melakukan gelar perkara. Bisa tidaknya ditingkatkan ke tahap penyidikan. Karena ini melibatkan guru, kita harus memaksimalkan proses penyelidikan,"" jelas Syahuddin. Belakangan, ST juga melaporkan balik orang tua siswa AA inisial ESS ke Polrestabes Makassar. ESS dilaporkan atas dugaan penghinaan. ""Iya ada laporannya. Kami yang tangani laporannya. Baru kami terima LP-nya,"" ujar Kanit Jatanras Polrestabes Makassar Iptu Fachrul saat dikonfirmasi terpisah.Namun Fachrul belum menjelaskan lebih jauh dugaan penghinaan yang dimaksud. Pihaknya beralasan akan mempelajari laporan dari ST. ""Saya pelajari dulu LP-nya. Yang jelas ada laporannya terkait penghinaan. Yang dilaporkan oleh Pak ST,"" jelasnya",Tenaga Pendidik,
Polisi Tangkap Pria yang Diduga Cabuli Anak SD di Jaktim,"Senin, 02 Sep 2024 11:18",https://news.detik.com/berita/d-7520102/polisi-tangkap-pria-yang-diduga-cabuli-anak-sd-di-jaktim,"Polisi Tangkap Pria yang Diduga Cabuli Anak SD di Jaktim. Polisi menangkap pria berinisial IMT (38) yang diduga sebagai pelaku pelecehan anak di Kalisari, Pasar Rebo, Jakarta Timur (Jaktim). IMT diduga melecehkan siswa sekolah dasar (SD). ""Pelaku berinisial IMT (38) ditangkap di rumahnya di daerah Pekayon, Jakarta Timur, oleh Tim Opsnal Unit Reskrim Polsek Pasar Rebo."" kata Kapolsek Pasar Rebo Kompol Rihold S dalam keterangannya, Senin (2/9/2024).IMT diduga melecehkan anak-anak dan berupaya menculik korban. Kejadian tersebut sempat viral di media sosial (medsos). Dalam video terlihat sejumlah warga mengejar pelaku pelecehan anak dan percobaan penculikan terhadap anak SD pada Selasa (27/8). Pelaku yang mengenakan baju kuning itu mengendarai motor saat menghindari kejaran warga. Polisi lalu mengidentifikasi pelaku dari saksi-saksi dan pengecekan CCTV di lokasi kejadian. ""Kami mencoba menelusuri, menyelidiki berbekal dengan rekaman CCTV yang diperoleh serta informasi dari masyarakat,"" kata Rihold. Kasus tersebut sudah dilaporkan ke Polres Metro Jakarta Timur. Berdasarkan hasil interogasi, pelaku mengakui telah melecehkan anak-anak. ""Saat ini pelaku berikut barang bukti berupa pakaian dan sepeda motor masih diamankan di Mapolsek Pasar Rebo untuk pengusutan lebih lanjut,"" tutur dia. Polsek Pasar Rebo melimpahkan kasus pelecehan anak ini ke Unit PPA Sat Reskrim Polres Metro Jakarta Timur.",Orang asing,
Merenungi Pesantren dan Kekerasan di Dalamnya,"Sabtu, 02 Mar 2024 11:15",https://news.detik.com/kolom/d-7220045/merenungi-pesantren-dan-kekerasan-di-dalamnya,"Merenungi Pesantren dan Kekerasan di Dalamnya. Kasus viral kematian santri di Pesantren Al-Hanifiyyah, Kediri karena dianiaya oleh temannya adalah perkara yang menampar wajah pendidikan pesantren.Sebagai alumni pesantren, saya cukup banyak tahu bagaimana pesantren mendidik santri-santrinya. Sebagai informasi, saya mengenyam pendidikan pesantren sejak 2003, pada usia 11 tahun. Ketika itu saya menginjak pendidikan kelas 5 SD. Saat itu saya dipondokkan oleh orangtua di Mojokerto, di pesantren khusus anak kecil (usia sekolah dasar). Lalu berlanjut hingga jenjang pendidikan setingkat SMP-SMA. Bahkan ketika kuliah saya masih mondok di Pesantren Tebuireng, Jombang. Dan, sekarang saya juga masih aktif belajar dan bekerja di lingkungan pesantren. Setidaknya selama 20 tahun mengenyam bangku pendidikan di institusi pesantren, sekalipun saya tak pernah merasakan kekerasan fisik yang dikemas dalam pengajaran di pesantren. Apalagi instruksi langsung untuk melakukan kekerasan pada santri yang melanggar aturan, sama sekali tidak. Bagi pesantren, melakukan kekerasan dengan memukul atau semacamnya adalah laku yang melanggar aturan sekaligus melanggar norma agama yang setiap hari diajarkan oleh kiai dan tenaga pengajar di dalamnya. Tumbuh Bersama MasyarakatPesantren hadir di bumi Nusantara sebelum Indonesia merdeka. Bahkan dianggap sebagai lembaga pendidikan tertua. Selain menjadi lembaga pendidikan dan syiar agama Islam, pesantren juga turut andil dalam proses panjang meraih kemerdekaan Indonesia.Pesantren terus berkembang sepanjang abad ke-18 sampai abad ke-20. Dalam perkembangannya pesantren tidak sendiri, bahkan dalam pengembangan pesantren banyak dibantu oleh masyarakat sekitar seperti pembangunan surau, masjid, asrama, dan lain sebagainya.Bantuan yang diberikan masyarakat tentu tidak cuma-cuma, itu menunjukkan tanda bahwa masyarakat punya harapan besar bahwa pesantren akan mampu mendidik anak-anak penerus bangsa dengan baik dan benar. Tidak hanya berorientasi pada keterampilan meraih dunia, tapi juga sekaligus meraih kebahagiaan akhirat.Selain masyarakat, pemerintah juga turut memperhatikan perkembangan pesantren. Pada awal 1949, pemerintah mendorong pembangunan sekolah umum seluas-luasnya dan membuka peluang besar jabatan-jabatan mereka yang terdidik dalam sekolah-sekolah umum. Hal tersebut membuat kekuatan pesantren sebagai pusat pendidikan Islam di Indonesia menurun. Lalu pesantren menemukan momentum kebangkitan ketika KH. A. Wahid Hasyim menjadi Menteri Agama. Yakni, melalui Peraturan Menteri Agama No.3 tahun 1950 yang menginstruksikan pemberian pelajaran umum di madrasah dan memberi pelajaran agama di sekolah umum negeri/swasta. Hal ini membuka peluang pesantren untuk membuat fasilitas-fasilitas pendidikan untuk kepentingan pendidikan umum.Pesantren-pesantren turut mendirikan sekolah-sekolah umum. Zamakhsyari Dhofier dalam buku Tradisi Pesantren: Memadu Modernitas untuk Kemajuan menyebut Pesantren Tebuireng adalah pesantren pertama yang mendirikan SMP/SMA. Pesantren pun semakin mendapat perhatian masyarakat setelah Reformasi. Tepatnya pada 1988 hingga 2004 pesantren bertambah rata-rata 500 setiap tahunnya. Pada 2004 - 2008 bertambah 1.000 pesantren.Salah PersepsiDulu ada stigma bahwa pesantren itu identik dengan kumuh dan ketinggalan zaman. Sehingga tidak banyak masyarakat yang memilih memondokkan anaknya ke pesantren. Lalu pesantren berbenah dan stigma itu hilang seiring berkembanganya waktu. Ya, tentu tidak hilang sepenuhnya, masih saja ada orang yang beranggapan begitu.Stigma lain yang menempel di pesantren adalah bengkel untuk anak nakal. Dulu, ketika saya masih kecil, beberapa kawan yang punya perilaku nakal seringkali diancam oleh orangtuanya akan dipondokkan jika tetap nakal. Sehingga anak kemudian takut dan tidak nakal lagi.Namun tidak sedikit pula oran tua yang tidak sanggup dengan tingkah laku anaknya yang nakal lalu memondokkan anaknya di pesantren, dengan harapan anaknya menjadi baik. Stigma semacam ini menyebar luas di pemahaman masyarakat awam tentang pesantren.Tentu saja tidak semua pesantren mampu mengubah tabiat nakal seorang anak. Ada yang bisa diubah, ada yang tidak. Yang repot adalah yang tidak bisa diubah ini. Kita tahu, kenakalan atau sikap negatif itu lebih mudah menyebar daripada kebaikan. Bisa jadi anak yang nakal ini kemudian mempengaruhi kawan sekitarnya yang awalnya baik menjadi ikutan nakal.Pesantren adalah lembaga pendidikan yang multidimensi, tujuannya kompleks. Mereka yang belajar di pesantren tidak hanya diajari ilmu agama tetapi juga mendapat tempaan yang alami berupa kemandirian, kesederhanaan, ketekunan, kebersamaan, kesetaraan, dan nilai positif lainnya.Perlu diingat, pesantren tak ubahnya lembaga pendidikan lainnya. Tidak ada jaminan 100% mereka yang nakal berubah menjadi baik. Tetapi dengan piranti-piranti pendidikan yang kompleks berupa ilmu agama dan umum, juga tempaan alami yang membentuk karakter, pesantren adalah wadah yang punya potensi besar untuk membentuk karakter seorang anak menjadi lebih baik.Perlu BerbenahSaya ingat betul ketika menjadi santri di Pesantren Tebuireng. Ketika itu pengasuh pesantren, KH. Salahuddin Wahid (Gus Sholah), memberikan instruksi dengan amat jelas dan tegas bahwa dalam proses pendidikan para santri, para pengurus atau civitas pesantren dilarang keras melakukan kekerasan fisik. Instruksi Gus Sholah itu memberikan pemahaman kepada saya bahwa pengurus saja dilarang melakukan kekerasan apalagi yang diurus alias santri. Adanya larangan itu kemudian memunculkan semacam teladan yang mewujud dalam budaya di Pesantren Tebuireng. Yakni, keteladanan anti kekerasan yang mula-mula dilakukan oleh pengurus pesantren lalu menjalar ke para santri. Sehingga kekerasan bisa diminimalisasi bahkan dihilangkan sama sekali.Kita perlu membuat garis yang jelas antara kekerasan dan ketegasan dalam konteks pendidikan pesantren. Bahwa kekerasan bukan bagian dari sikap tegas. Dan, ketegasan tidak akan pernah mewujud dalam kekerasan. Sehingga semua pesantren mampu bertindak tegas bagi siap saja yang melakukan kekerasan. Jika tidak, kepercayaan masyarakat akan semakin memudar kepada pesantren. Perlu diingat, pesantren tumbuh bersama dengan masyarakat yang percaya bahwa pesantren adalah lembaga yang tepat untuk pendidikan karakter anak-anak mereka. Jangan khianati mereka! Selain itu, akan banyak nilai-nilai agama dan pendiri pesantren (para ulama dan kiai) yang kita khianati apabila civitas pesantren tidak mampu membenahi sistem dan metode pendidikan mereka. Kekerasan di pesantren harus berhenti, titik. Tidak boleh ada toleransi jika ingin pesantren tetap dianggap lembaga pendidikan yang tepat untuk membentuk karakter baik penerus bangsa. Terakhir, sebagai civitas pesantren kita perlu kembali merenung tentang kenapa pesantren lahir. Yaitu, sebagai respons pada kondisi sosial masyarakat yang tengah dihadapkan pada runtuhnya sendi-sendi moral, melalui transformasi nilai yang ditawarkan yaitu amar ma'ruf dan nahi munkar.Tujuan pendidikan pesantren tidak serta merta hanya memperkaya pikiran murid dengan penjelasan-penjelasan, tetapi untuk meningkatkan moral, melatih, dan mempertinggi semangat, menghargai nilai-nilai spiritual dan kemanusiaan. Pendidikan akhlak adalah jiwa dari pendidikan pesantren. Mencapai akhlak yang mulia adalah tujuan sebenarnya dari pendidikan pesantren. Pesantren memang tempat membentuk karakter dan moral. Tapi, apakah betul seperti yang kita harapkan?Septian Pribadi peneliti di Badan Litbang dan Inovasi Tebuireng Media Group; tertarik pada fenomena sosial, kebudayaan, keislaman, dan pendidikan",Teman,
Ibu yang Antar Anak untuk Diperkosa Selingkuhan Kini Jadi Tersangka,"Minggu, 01 Sep 2024 15:10",https://news.detik.com/berita/d-7519249/ibu-yang-antar-anak-untuk-diperkosa-selingkuhan-kini-jadi-tersangka,"Ibu yang Antar Anak untuk Diperkosa Selingkuhan Kini Jadi Tersangka. Polisi telah melakukan penyelidikan terkait kasus ibu berinisial E (41) yang menyerahkan putrinya, berinisial T (13), ke oknum kepala sekolah berinisial J (41) untuk diperkosa. Sosok E saat ini telah ditetapkan sebagai tersangka.""Dia tersangka juga, cuma belum dirilis. Tapi sudah pasti tersangka,"" kata Kasi Humas Polres Sumenep AKP Widiarti dilansir detikJatim, Minggu (1/9/2024). Aksi dari E itu terjadi di Sumenep, Jawa Timur. E tega mengantarkan putrinya kepada J yang merupakan selingkuhannya. Widiarti mengatakan hasil pemeriksaan saksi dan petunjuk barang bukti telah kuat untuk menetapkan E sebagai tersangka. Dia dijerat dengan pasal perdagangan orang. ""Maksimal (hukuman) 15 tahun penjara. Rilis masih proses,"" katanya. Kasus ini terbongkar setelah ayah korban, yang sudah lama berpisah rumah dengan istrinya, mendapat kabar dari salah satu keluarganya. Ayah korban lalu melaporkan kasus itu ke polisi.Baca selengkapnya di sini.",Keluarga,
Oknum Kepsek Perkosa Anak Selingkuhannya di Sumenep Bakal Dipecat,"Minggu, 01 Sep 2024 15:37",https://www.detik.com/jatim/hukum-dan-kriminal/d-7519278/oknum-kepsek-perkosa-anak-selingkuhannya-di-sumenep-bakal-dipecat,"Oknum Kepsek Perkosa Anak Selingkuhannya di Sumenep Bakal Dipecat. Dinas Pendidikan (Disdik) Kabupaten Sumenep merespons cepat kasus pemerkosaan yang dilakukan J (41), oknum kepala sekolah (kepsek) SD di Sumenep. Disdik memastikan tersangka J akan segera diberhentikan dari jabatannya. Tersangka J memperkosa T (13), yang merupakan anak dari selingkuhannya, E (43). Mirisnya lagi, perilaku tidak beradab tersangka didukung ibu korban yang selalu mengantarkan anaknya untuk diperkosa J. Kepala Bidang Pembinaan Disdik Sumenep Moh Fairus mengatakan, pihaknya telah melaporkan peristiwa tersebut secara tertulis kepada Bupati Sumenep Achmad Fauzi Wongsujudo. Fairus memastikan surat pemecatan sebagai kepala sekolah akan segera turun dalam pekan ini. ""Dinas Pendidikan sudah melaporkan kejadian tersebut secara tertulis kepada bupati, dan besok insyaallah akan turun surat pemberhentiannya sebagai kepala sekolah,"" kata Fairus, Minggu (1/9/2024). Fairus menambahkan, sebelum kasus pencabulan itu dilaporkan ke Polres Sumenep, tersangka J masih aktif masuk sekolah seperti biasa, begitu juga ibu korban yang merupakan ASN guru di salah satu sekolah TK di Sumenep. ""Ibu korban juga ASN guru TK. Sebelum dilaporkan ke polres, mereka masih aktif mengajar,"" ungkapnya. Perilaku E membuat geram banyak pihak. Pasalnya, E dengan senang hati menyerahkan anak kandungnya yang masih di bawah umur kepada tersangka J dengan dalih untuk penyucian diri.Aksi bejat E dan J terungkap setelah ayah korban mendapat laporan dari salah satu keluarganya, bahwa anaknya mengalami trauma psikis karena menjadi korban pencabulan oknum kepsek. Ayah korban yang sudah lama pisah rumah dengan istrinya melaporkan kejadian tersebut ke Polres Sumenep. Satreskrim Polres Sumenep langsung menyelidiki laporan tersebut. Hingga pada Jumat (30/8/2024), oknum kepsek ditetapkan sebagai tersangka dan ditahan di Polres Sumenep bersama ibu korban. Berdasarkan hasil pendalaman dan interogasi polisi terhadap pelaku, J mengakui telah melakukan pencabulan terhadap korban sebanyak lima kali di rumahnya di Sumenep, dan sebuah hotel di Surabaya. ""J mengaku sengaja melakukan persetubuhan dan pencabulan terhadap T untuk memuaskan nafsu biologinya,"" kata Kasi Humas Polres Sumenep AKP Widiarti, Minggu (1/9/2024).Atas perbuatannya, J dijerat Pasal 81 ayat (3) (2) (1), 82 ayat (2) (1) UU RI No 17 Tahun 2016 perubahan atas UU No 35 Tahun 2014 tentang Perlindungan Anak. Sementara E dijerat pasal Tindak Pidana Perdagangan Orang (TPPO) dengan ancaman hukuman 15 tahun penjara.",Tenaga Pendidik,
