Judul,Tanggal,Link,Isi Berita,Label,
Bocah SD di Dompu Cabuli Anak 5 Tahun Tetangganya Saat Nonton TV,"Sabtu, 18 Mei  2024 15:19",https://www.detik.com/bali/hukum-dan-kriminal/d-7346649/bocah-sd-di-dompu-cabuli-anak-5-tahun-tetangganya-saat-nonton-tv,"Bocah SD di Dompu Cabuli Anak 5 Tahun Tetangganya Saat Nonton TV. DI, seorang bocah sekolah dasar (SD) di Kecamatan Kempo, Dompu, Nusa Tenggara Barat (NTB), diduga mencabuli anak perempuan berusia lima tahun yang merupakan tetangganya sendiri. Peristiwa itu terjadi saat mereka menonton televisi, Kamis (18/5/2024). Kini, DI sudah ditangkap polisi dan diserahkan ke Unit Perlindungan Perempuan dan Anak (PPA) Polres Dompu. ""Kejadiannya pada Kamis (16/5/2024) sore. Pelaku sudah kami tangkap pada Jumat (17/5/2024) pagi dan diserahkan ke unit PPA Polres,"" kata Kapolsek Kempo, Ipda Jubaidin, kepada detikBali, Sabtu (18/5/2024). Jubaidin mengungkapkan awalnya korban dan pelaku tengah menonton televisi di rumah korban. Saat itu, tidak ada siapapun di sana kecuali mereka berdua. ""Pelaku dan korban merupakan tetangga dekat yang sudah biasa menonton di rumah korban,"" ujarnya. Di tengah suasana sepi itu, muncul hasrat pelaku untuk berbuat tidak senonoh kepada korban. DI lantas melucuti semua pakaian korban dan berusaha menindihnya, tapi tidak berhasil. Beruntung, aksi pelaku disaksikan oleh seorang anak lain yang hendak ikut menonton televisi. Mengetahui ada yang melihat, DI kemudian kabur meninggalkan korban yang tanpa pakaian. Tak berselang lama, anak yang melihat perbuatan DI itu kemudian menceritakan peristiwa tersebut kepada orang tuanya. Informasi terkait kejadian itu selanjutnya diteruskan kepada orang tua korban.Dugaan pencabulan itu lantas dilaporkan ke Polres Dompu. Tak butuh waktu lama, polisi lalu mengamankan DI.",Teman,
"Bejat Kakek-Ayah Perkosa Anak Tiri di Tanimbar, Pelaku Ancam Bunuh Ibu Korban","Jumat, 17 Mei  2024 21:30",https://www.detik.com/sulsel/hukum-dan-kriminal/d-7345613/bejat-kakek-ayah-perkosa-anak-tiri-di-tanimbar-pelaku-ancam-bunuh-ibu-korban,"Bejat Kakek-Ayah Perkosa Anak Tiri di Tanimbar, Pelaku Ancam Bunuh Ibu Korban. Pria berinisial ES (40) di Kabupaten Kepulauan Tanimbar, Maluku, tega memperkosa anak tirinya berusia 16 tahun dengan modus mengancam membunuh ibu korban. Pelaku melancarkan aksi bejatnya bersama kakek korban inisial YS (76). ""Pelaku YS dan ES menyetubuhi korban berulang kali sejak 2023. Saat itu, korban berumur 15 tahun,"" kata Kasat Reskrim Polres Kepulauan Tanimbar AKP Handry Dwi Azhari kepada detikcom, Jumat (17/5/2024). Peristiwa itu terjadi di rumah pelaku di Kecamatan Wermaktian, Kepulauan Tanimbar sejak 2023 lalu. Handry mengatakan kedua pelaku melancarkan aksinya dengan mengancam akan membunuh ibu korban. ""Kedua pelaku juga kerap mengancam membunuh ibunya kalau korban menolak ajakan bersetubuh. Makanya korban tak berdaya,"" terangnya. Handry menuturkan kasus ini terungkap setelah korban mengadu ke pamannya inisial RL (30) pada Minggu (12/5). RL lalu melaporkan peristiwa yang dialami korban ke SPKT Polres Kepulauan Tanimbar pada hari itu juga. ""Usai memeriksa para saksi, kedua pelaku dan korban, penyidik menemukan dua alat bukti yang cukup guna menetapkan YS dan ES sebagai tersangka,"" bebernya. Lebih lanjut, Handry mengatakan kedua pelaku mengakui semua perbuatannya. Keduanya kini ditahan di Rutan Mapolres Kepulauan Tanimbar. ""Setiap kali YS menyetubuhi korban dilakukan pada malam hari. Sedangkan ES, menunggu ibu korban tak berada di rumah. Modusnya ancam bunuh ibu korban,"" jelasnya. Atas perbuatan kedua tersangka dijerat dengan Pasal 81 ayat 2 dan ayat 3 Undang-Undang Nomor: 17 Tahun 2016 tentang Penetapan Perpu Nomor 1 Tahun 2016 tentang Perubahan Kedua atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak.""Ancaman hukuman penjara paling singkat 5 tahun dan paling lama 15 tahun,"" ujarnya.",Keluarga,
6 Fakta Bejat Ayah Perkosa Anak hingga Korban Kena Penyakit Kelamin,"Selasa, 21 Mei  2024 08:46",https://news.detik.com/berita/d-7350435/6-fakta-bejat-ayah-perkosa-anak-hingga-korban-kena-penyakit-kelamin,"6 Fakta Bejat Ayah Perkosa Anak hingga Korban Kena Penyakit Kelamin. Seorang ayah di Cakung, Jaktim, berinisial AL alias B tega memerkosa anak kandungnya yang masih di bawah umur. Polisi menyampaikan pemerkosaan itu terjadi pada saat korban berusia 8 tahun. Polisi menyebut kasus itu terungkap saat korban mengeluh mengalami penyakit kelamin. Berikut sejumlah fakta yang dirangkum detikcom pada Selasa (21/5/2024). Kapolres Metro Jakarta Timur Kombes Nicolas Ary Lilipaly menjelaskan pelaku AL alias B memerkosa anak kandungnya saat berusia 8 tahun. Aksi bejat itu dilakukan karena pelaku masih menginginkan mantan istrinya. Pelaku AL alias B diketahui telah bercerai dengan istrinya pada 2017. Adapun kejadian pemerkosaan ayah kepada anak kandungnya dilakukan pada 2019.""Ibu dan bapak berpisah di 2017, pada 2019 anak kandungnya datang kepada bapaknya, lalu dia melucuti pakaian anaknya dan menyetubuhi anaknya, saat itu anaknya masih 8 tahun, jadi karena tertarik ibunya, anaknya jadi sasaran,"" kata Nicolas, Senin (20/5/2024).Nicolas mengatakan kasus itu terungkap ketika korban anak mengeluh sakit. Saat ditanya oleh ibunya, anak tersebut mengakui telah diperkosa ayah kandungnya. ""Korban anak perempuan, terindikasi yang bersangkutan mengalami menderita penyakit kelamin, dari situlah baru ditanya ibunya dan yang bersangkutan mengakui disetubuhi ayah kandungnya,"" jelasnya. ""Korban tidak hamil, yang bersangkutan mengalami penyakit kelamin dan sekarang dalam perlindungan lembaga perlindungan,"" katanya. Pelaku pemerkosaan anak kandung di Cakung, Jaktim, berinisial AL alias B mengaku sudah tiga kali memerkosa korban. Aksi AL alias B dilakukan saat putrinya masih berusia 8 tahun.Hal itu diungkapkan oleh Kapolres Metro Jakarta Timur Kombes Nicolas Ary Lilipaly dalam konferensi pers, Senin (20/5/2024). Nicolas mengatakan kasus pemerkosaan itu terjadi sejak 2019 hingga Juni 2023. ""Anak kandungnya datang kepada bapaknya, lalu dia melucuti pakaian anaknya dan menyetubuhi anaknya, saat itu anaknya masih 8 tahun, dia mengakui melakukan itu sebanyak 3 kali,"" kata Nicolas.",Keluarga,
Ayah Pemerkosa Anak Kandung di Cakung Terancam Maksimal 20 Tahun Penjara,"Senin, 20 Mei  2024 23:02",https://news.detik.com/berita/d-7350233/ayah-pemerkosa-anak-kandung-di-cakung-terancam-maksimal-20-tahun-penjara,"Ayah Pemerkosa Anak Kandung di Cakung Terancam Maksimal 20 Tahun Penjara. Polisi memastikan ancaman hukuman berat untuk pria di Cakung, Jakarta Timur, yang memerkosa anak kandung. Polres Metro Jaktim menjerat pelaku AL alias B dengan pidana 20 tahun penjara. Menurut Kapolres Metro Jakarta Timur Kombes Nicolas Ary Lilipaly, pihaknya memperberat hukuman kepada pelaku karena pelaku merupakan ayah kandung korban. Langkah memperberat hukuman itu disebut sesuai dengan aturan yang berlaku. ""Ancaman pidana karena anak kandung diperberat sepertiga dari hukuman maksimal 15 tahun, menjadi 20 tahun. Karena dilakukan ayah kandung maka ditambah sepertiganya jadi 20 tahun penjara,"" jelas Nicolas, Senin (20/5/2024). Nicolas menjelaskan, pelaku juga sempat mengancam korban agar tak menceritakan perbuatan bejatnya. Kasus ini pun baru terungkap ketika korban mengeluh mengidap penyakit kelamin. ""Anaknya diancam tidak boleh cerita kepada ibunya kalau cerita ibunya diancam dibunuh. Korban anak perempuan, terindikasi yang bersangkutan mengalami menderita penyakit kelamin dari situlah baru ditanya ibunya dan yang bersangkutan mengakui disetubuhi ayah kandungnya,"" ungkapnya. Sebelumnya, Polres Metro Jaktim menetapkan AL alias B sebagai tersangka kasus pemerkosaan. Pelaku AL alias B memerkosa anak kandungnya saat masih berusia delapan tahun.",Keluarga,
Bejat! Ayah di Purworejo Perkosa Anak Kandung hingga Hamil 8 Bulan,"Jumat, 17 Mei  2024 16:58",https://www.detik.com/jateng/hukum-dan-kriminal/d-7345451/bejat-ayah-di-purworejo-perkosa-anak-kandung-hingga-hamil-8-bulan,"Bejat! Ayah di Purworejo Perkosa Anak Kandung hingga Hamil 8 Bulan. Seorang ayah di Purworejo tega memperkosa anak kandungnya sendiri. Mirisnya, kini korban tengah hamil 8 bulan akibat perbuatan bejat ayahnya. Tersangka adalah MG (44) yang merupakan warga Kecamatan Kaligesing, Kabupaten Purworejo. Ia tega memperkosa anak kandungnya yang masih berumur 13 tahun lebih dari sekali hingga hamil 8 bulan. ""Tersangka ini merupakan ayah kandung korban. Hasil pemeriksaan korban hamil 32 minggu atau 8 bulan,"" ungkap Kapolres Purworejo, AKBP Eko Sunaryo dalam pers rilis yang digelar di Mapolres Purworejo, Jumat (17/5/2024) sore. Eko menjelaskan, sebelum melakukan perbuatan biadab itu, tersangka yang terbiasa tidur bertiga bersama anak dan istrinya menunggu sang istri tertidur pulas. Saat itulah tersangka memaksa anaknya untuk melayani nafsu bejatnya. Korban yang ketakutan, akhirnya hanya bisa pasrah. ""Tersangka dan istrinya serta korban terbiasa tidur bersama. Ketika istrinya tidur tersangka memaksa dan merayu korban untuk melakukan persetubuhan tersebut,"" jelasnya. Saudara sepupu korban yang menaruh curiga dengan perubahan tubuh korban kemudian membawanya ke Puskesmas untuk diperiksa. Betapa terkejutnya pihak keluarga ketika mengetahui korban tengah hamil. Korban pun menceritakan kejadian malang yang menimpa dirinya. Tak terima dengan perbuatan tersangka, akhirnya keluarga melaporkan kejadian tersebut ke polisi hingga akhirnya tersangka dibekuk petugas di rumahnya akhir April lalu. Sementara itu, tersangka mengaku dalam keadaan sadar saat melakukan perbuatan bejatnya itu. Karena terdorong nafsu birahi, bahkan ia tega melakukannya lebih dari sekali.""Ya sadar saat melakukan, karena nafsu. Melakukan dua kali, lupa pastinya kapan hari dan tanggalnya,"" ucapnya. Untuk mempertanggungjawabkan perbuatannya, tersangka kini harus mendekam di sel tahanan Mapolres Purworejo dan dijerat pasal Pasal 81 ayat (1) dan ayat (3) Undang-Undang Nomor 17 Tahun 2016 tentang Penetapan Perpu Nomor 1 Tahun 2016 tentang Perubahan Kedua atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak Menjadi Undang-Undang dengan ancaman maksimal 15 tahun penjara.",Keluarga,
Pria di Probolinggo Bawa Kabur Anak Orang 3 Hari Lalu Memperkosanya,"Jumat, 17 Mei  2024 15:33",https://www.detik.com/jatim/hukum-dan-kriminal/d-7345154/pria-di-probolinggo-bawa-kabur-anak-orang-3-hari-lalu-memperkosanya,"Pria di Probolinggo Bawa Kabur Anak Orang 3 Hari Lalu Memperkosanya. Udin Zainal, pria asal Leces, Kabupaten Probolinggo harus berurusan dengan polisi. Pria 31 tahun itu membawa kabur kekasihnya yang masih berusia 14 tahun dan memperkosanya. Kasat Reskrim Polres Probolinggo Kota AKP Didik Riyanto mengatakan kasus pencabulan yang dilakukan pelaku terjadi pada Senin (29/1) sekitar pukul 18.30 WIB. Saat itu, pelaku mengajak korban untuk keluar dan merayu agar mau berhubungan badan dengannya. Adapun modusnya, pelaku mengiming-imingi akan menikahi dan membelikan mobil untuk korban. Didik menambahkan orang tua korban kemudian curiga. Ini karena korban tak pulang. Saat dihubungi, nomor ponsel milik korban juga tak aktif.Namun setelah beberapa hari dicari, korban akhirnya menghubungi dan minta menjemputnya di Malasan, Tegalsiwalan, Kabupaten Probolinggo.Setelah dijemput, orang tua korban sempat mencecar korban, namun korban masih tutup mulut. Kasus tersebut baru terbongkar saat korban buka suara telah diperkosa oleh pelaku pada Hari Raya. ""Barulah setelah Hari Raya Idul Fitri kemarin, korban ini jujur kepada orang tuanya, kalau korban dibawa lari oleh tersangka dan dibawa ke sebuah Hotel di Kota Probolinggo selama 3 hari, kemudian disetubuhi,"" kata Didik, Jumat (17/5/2024). Menurut Didik, sebelum diperkosa, pelaku sempat menganiaya lantaran menolak ajakan pelaku. Karena ketakutan, korban pun tak berdaya dan menuruti nafsu bejat pelaku. ""Setelah 3 hari dibawa lari dari rumahnya, korban kemudian dijemput oleh teman tersangka atas permintaan tersangka, kemudian dibawa ke daerah Lumajang atau rumah saudara tersangka, sebelum akhirnya diantarkan dan dijemput di SPBU Malasan,"" terangnya. Orang tua korban yang tidak terima kemudian langsung melaporkan kejadian tersebut ke Unit PPA Polres Probolinggo Kota. Selanjutnya langsung dilakukan pemeriksaan visum korban dan menangkap pelaku. ""Dari hasil visum, kami mendapatkan 2 alat bukti permulaan yang sudah cukup menetapkan kekasih korban sebagai tersangka, salah satu hasil visum. Sehingga agar tidak melarikan diri, tersangka langsung kami amankan,"" terang Didik. Akibat perbuatannya, tersangka dijerat pasal 81 sub pasal 82 ayat (1) UU RI nomor 35 tahun 2014 tentang Perlindungan Anak. ""Ancaman hukuman 15 tahun penjara,"" pungkasnya.",Teman,
Bapak-Anak di Probolinggo Aniaya Ponakan hingga Kritis gegara Curi Kayu,"Kamis, 16 Mei  2024 04:55",https://news.detik.com/detiktv/d-7342389/bapak-anak-di-probolinggo-aniaya-ponakan-hingga-kritis-gegara-curi-kayu,"Bapak-Anak di Probolinggo Aniaya Ponakan hingga Kritis gegara Curi Kayu. Nurhasan (74) dan anaknya, Nurhuda (19), warga Dusun Kulak Utara, Desa Wringinanom, Kecamatan Tongas, Kabupaten Probolinggo tega menganiaya sepupu sendiri, Hasan Roy Jordi (37) hingga kritis. Pengakuan pelaku, korban kerap mencuri.",Keluarga,
Kasun di Lamongan Ditangkap Setelah Cabuli Anak Lelaki,"Rabu, 24 Jan 2024 17:17",https://www.detik.com/jatim/hukum-dan-kriminal/d-7158602/kasun-di-lamongan-ditangkap-setelah-cabuli-anak-lelaki,"Kasun di Lamongan Ditangkap Setelah Cabuli Anak Lelaki. Seorang Kepala Dusun (Kasun) di Lamongan harus berurusan dengan polisi karena dilaporkan mencabuli anak laki-laki. Aksi bejat itu terbongkar setelah video pencabulan sempat terekam kamera dan beredar di media sosial. Pelaku berinisial SU (49) yang juga menjabat sebagai salah satu kasun di Kecamatan Glagah, Lamongan. Pelaku kini telah diamankan setelah polisi mendapat laporan. ""Benar, ada laporan ke kami terkait dugaan pencabulan yang dilakukan oleh SU,"" kata Kasi Humas Polres Lamongan Ipda Andi Nur Cahya saat dikonfirmasi wartawan, Rabu (24/1/2024). Aksi cabul ini terbongkar bermula dari beredarnya vidio dengan durasi 3 menit yang memperlihatkan korban tidak mengenakan baju sedang melakukan mansturbasi. Video tersebut kemudian tersebar hingga ke tangan tetangganya dan dilaporkan ke ayah korban. ""Oleh tetangga korban, video tersebut kemudian diberitahukan kepada ayah korban,"" jelas Andi. Mendapati video yang ditunjukkan oleh tetangganya ini, ayah korban kemudian mengecek kebenarannya ke sang anak. Rupanya video tersebut dibenarkan oleh korab \. Dari situ, korban kemudian membenarkan orang dalam video tersebut adalah dirinya. Korban juga mengaku melakukan seperti dalam video karena pernah dicabuli pelaku. Tak terima, ayah korban kemudian melaporkan ke polisi. ""Kejadian itu telah dilaporkannya FA selaku orang tua korban kepada polisi dengan Surat Laporan Bernomor: LP/B/17/I/2024/SPKT/POLRES LAMONGAN/POLDA JAWA TIMUR,"" terang Andi.Andi menambahkan setelah mendapat laporan pihaknya kemudian melakukan serangkaian penyelidikan untuk membuktikan adanya tindak pidana tersebut. Kemudian, setelah bukti cukup pelaku selanjutnya diamankan. Di hadapan penyidik, pelaku mengakui memang mencabuli korban tersebut. Adapun modusnya kerap mengiming-imingi agar bersedia dicabuli. ""Terduga pelaku sudah kami amankan untuk kami mintai keterangan dan kasusnya sudah ditangani oleh Unit PPA Satreskrim Polres Lamongan,"" tegasnya. ""Pelaku sudah kami tetapkan sebagai tersangka dan saat ini sudah kami amankan di Mapolres Lamongan,"" imbuh Andi .Atas perbuatannya, pelaku kini terancam dijerat Pasal 82 ayat (1) UU Nomor 35 tahun 2014 tentang Perubahan atas UU Nomor 23 Tahun 2002 tentang Perlindungan Anak. Ancaman hukuman untuk kasus ini adalah minimal 5 tahun dan maksimal 15 tahun penjara. Sementara itu, M, kepala desa setempat mengaku kasus pencabulan yang melibatkan salah satu perangkatnya tersebut sempat dilakukan mediasi. Namun hasilnya buntu dan berujung pada laporan ke polisi. ""Kami serahkan sepenuhnya kepada polisi untuk melakukan penyelidikan. Kami hari ini datang ke Polres juga untuk dimintai keterangan,"" tandas M.",Tetangga,
Ibu di Surabaya Ngaku Siksa Anak Kandung karena Ajaran Mistis,"Rabu, 24 Jan 2024 05:36",https://news.detik.com/berita/d-7157353/ibu-di-surabaya-ngaku-siksa-anak-kandung-karena-ajaran-mistis,"Ibu di Surabaya Ngaku Siksa Anak Kandung karena Ajaran Mistis. Seorang wanita inisial ACA (26), di Surabaya, Jawa Timur, tega menganiaya anaknya, GEL (9) dengan keji. Kepada polisi, tersangka mengaku tega menganiaya anaknya karena mendapat bisikan gaib. ""Alasannya terkait masalah gaib, terkait mistis,"" kata Kasat Reskrim Polrestabes Surabaya AKBP Hendro Sukmono seperti dilansir detikJatim, Selasa (23/1/2024).Polisi menyebut ACA mengaku mendalami ilmu pengasihan. Polisi menyebut ACA menganiaya anak karena salah satu amalan saat menjalankan ajaran gaib. ""Apa yang diharuskan dalam ajaran itu? Kenapa anak jadi korban dan menyiksa anak kamu dengan mencabut pakai tang?,"" ujar Hendro menirukan pembicaraannya dengan ACA. ""Itu (ajaran gaib) ilmu pengasihan, saya juga (melakukan) pelet dan baca kartu. Iya (menganiaya anak), itu amalan begitu, cuma kalo saya marah itu selalu seperti itu. Itu (cabut gigi GEL pakai tang) tidak, saya tidak cabut, saya pecahkan pakai tang tapi tidak saya cabut, karena 4 jam kalau makan,"" tambah Hendro menirukan ucapan ACA. Hendro menambahkan pelaku selama ini diketahui memang kerap melakukan ritual gaib. Hal ini sesuai dengan pengakuan pelaku. Sedangkan terkait penyiksaan menyiram dan meminum air panas, pelaku mengaku karena kesal atas tingkah korban.",Keluarga,
Kasus Caleg Purworejo Kampanye Libatkan Anak di Bawah Umur Disidangkan,"Selasa, 23 Jan 2024 19:23",https://www.detik.com/jateng/hukum-dan-kriminal/d-7156997/kasus-caleg-purworejo-kampanye-libatkan-anak-di-bawah-umur-disidangkan,"Kasus Caleg Purworejo Kampanye Libatkan Anak di Bawah Umur Disidangkan. Kasus calon legislatif (caleg) di Kabupaten Purworejo, Jawa Tengah yang diduga melibatkan anak di bawah umur dalam kampanye hari ini disidangkan. Selain agenda pembacaan surat dakwaan, sidang dilanjutkan dengan pembacaan eksepsi. Sidang dengan nomor perkara 6/Pid.Sus/2024/PN Pwr tersebut digelar di Pengadilan Negeri (PN) Purworejo, Jalan Tentara Pelajar, Purworejo. Terdakwa Muhammad Abdullah didampingi penasihat hukumnya, Muhammad Saleh hadir di ruang sidang Cakra guna mengikuti sidang. Dipimpin oleh Agus Supriyono selaku ketua majelis didampingi oleh hakim anggota Jhon Ricardo dan M Budi Darma, sidang berlangsung dengan agenda pembacaan surat dakwaan. Inti dari dakwaan tunggal tersebut adalah terkait pelaksana dan atau tim kampanye dalam kegiatan kampanye pemilu yang telah mengikutsertakan warga negara Indonesia yang tidak memiliki hak pilih. ""Agendanya adalah pembacaan surat dakwaan yang dibacakan oleh jaksa penuntut umum. Dakwaannya hanya berbentuk dakwaan tunggal jadi ada satu pasal yang didakwakan kepada terdakwa yaitu Pasal 493 juncto Pasal 280 ayat (2) huruf (k) Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu yang diubah jadi Undang-Undang Nomor 7 Tahun 2023. Di sini intinya dari pasal tersebut adalah pelaksana dan atau tim kampanye dalam kegiatan kampanye pemilu telah mengikutsertakan warga negara Indonesia yang tidak memiliki hak pilih, kurang lebih itu,"" kata Jubir PN Purworejo, Santonius Tambunan saat ditemui detikJateng usai sidang, Selasa (23/1/2024).Tak hanya pembacaan surat dakwaan, setelah diskors selama beberapa jam, sidang dilanjutkan dengan agenda pembacaan eksepsi atau nota keberatan dari pihak terdakwa. Eksepsi yang dibacakan oleh penasihat hukum terdakwa, Muhammad Saleh terdiri dari empat poin. Pertama yakni terkait proses penyelidikan dan penyidikan yang dianggap tidak patuh pada ketentuan peraturan Bawaslu karena proses pemeriksaan terhadap perkara pemilu berbeda dengan pidana umumnya. Proses pengkajian lebih dalam terhadap pokok perkara serta klarifikasi tidak dilakukan sehingga Bawaslu dan Sentra Gakkumdu terkesan buru-buru tanpa melalui proses pengkajian mendalam. ""Kemudian yang kedua soal kompetensi dari penyidik dan penyelidik. Karena untuk penanganan perkara pemilu, kepolisian penyidik maupun jaksa dan hakim itu harus tersertifikasi yang memiliki kompetensi untuk menyelesaikan perkara pemilu kalau tidak memiliki kompetensi tidak bisa memeriksa,"" sebutnya. Poin ketiga adalah soal alat bukti. Beberapa alat bukti khususnya video, pihaknya belum melihat adanya uji forensik terhadap terhadap bukti video yang digunakan. ""Keempat, proses pemeriksaan terhadap saksi pembuat video ini kam seorang anak, ini tidak diperiksa si ruang khusus anak, tidak diperiksa oleh kepolisian yang memiliki sertifikasi anak sehingga ya sebenarnya mereka tidak memiliki kompetensi untuk memeriksa seorang anak. Karena treatment anak dan orang dewasa itu berbeda,"" terangnya. ""Yang paling penting itu definisi mengikutsertakan dalam kegiatan kampanye, anak itu tidak dijelaskan dalam surat dakwaan oleh jaksa yang intinya hanya menjelaskan kegiatan Bawaslu tidak menjelaskan secara rinci tindakan apa yang dilakukan oleh terdakwa bagaimana proses mengajak anaknya bagaimana model pelibatannya itu kan harus klir. Maka perkara ini menurut kami sangat terburu-buru sangat politis dan cenderung tidak objektif,"" sambungnya.Atas poin-poin keberatan yang dibacakan, pihaknya meminta agar hakim membatalkan perkara tersebut. ""Membatalkan surat dakwaan dari penuntut umum sehingga proses penyidikan ini berhenti dan perkaranya tidak lanjut,"" imbuhnya. Diwartakan sebelumnya, caleg dapil VI Purworejo yang kini jadi terdakwa itu diduga melibatkan anak di bawah umur dalam kampanye. Konten video kampanye tersebut di-upload di akun media sosial pribadinya. Konten kampanye dalam video berdurasi 20 detik itu di-upload di akun TikTok @kangabdullah72. Dalam video tersebut terlihat dua pelajar yang mengenakan seragam pramuka. Salah satunya mengajak warga untuk memilih seorang caleg dari Partai NasDem, sedangkan pelajar di belakangnya ikut mengacungkan jari telunjuk.",Orang asing,
Kondisi Terkini Anak di Surabaya yang Disiksa Ibu Kandung,"Selasa, 23 Jan 2024 16:44",https://www.detik.com/jatim/hukum-dan-kriminal/d-7156675/kondisi-terkini-anak-di-surabaya-yang-disiksa-ibu-kandung,"Kondisi Terkini Anak di Surabaya yang Disiksa Ibu Kandung. Anak umur 9 tahun di Surabaya yang mendapatkan perlakuan kekerasan dari ibu kandungnya sudah mendapatkan perawatan di rumah sakit. Dia tidak perlu menjalani rawat inap tapi terus dipantau selama dirawat oleh petugas di shelter anak yang dikelola Pemkot Surabaya. Kepala Dinas Pemberdayaan Perempuan dan Perlindungan Anak serta Pengendalian Penduduk dan Keluarga Berencana (DP3A-PPKB) Surabaya Ida Widayati yang mengatakan bahwa GEL, anak yang disiksa ibu kandungnya itu telah ditangani di RSUD dr Soewandhie Surabaya. ""Sudah dibawa ke RS Soewandhie, cuma nggak perlu opname (rawat inap). Jadi di shelter sambil pemulihan fisik dan didampingi (petugas di sana),"" ujarnya ketika dihubungi detikJatim melalui telepon, Selasa (23/1/2024). Anak yang kini masih bersekolah di salah satu SD Negeri di Surabaya itu telah mendapatkan perlakuan kekerasan yang luar biasa. Ibu kandungnya ACA pernah menyiram tubuhnya dengan air panas, pernah juga memintanya meminum air mendidih, bahkan pernah mencabut gigi anaknya dengan tang. ""Menurut saya ibunya sakit, ya. Setiap kesalahan anak dia lakukan penyiksaan beda-beda,"" kata Ida. Padahal, menurut Ida, GEL sebenarnya merupakan anak yang sangat penurut kepada ibunya. Bahkan menurutnya anak itu tidak berani melawan apa yang telah diperintahkan oleh ibunya, meski apa yang diperintahkan itu menyakiti dirinya. Atas apa yang telah dialami oleh GEL, DP3A-PPKB Surabaya berinisiatif memberikan pendampingan secara psikologis. Pendampingan baik secara fisik melalui perawatan luka dan psikologis ini dilakukan sejak pekan lalu. Meski demikian, secara kasat mata, Ida menyebutkan bahwa GEL sangat tegar. ""Kalau dilihat (secara) fisik anak ini tatak (kuat) banget. Nggak nangis terus,"" kata Ida.Namun, kata dia, hal itu jutru menjadi perhatian Ida. Secara psikologis anak itu bisa jadi mengalami gangguan yang tidak diungkapkan. Karena itulah DP3A-PPKB akan mendatangkan psikolog atau psikiater untuk mendampingi GEL. ""Cuma awal saya tanya, bisa tidur nggak? Atau pas tidur mimpi inget-inget perlakuan ibu nggak? Katanya 'kadang-kadag Bu, cuma nggak bisa tidurnya karena sakit sementara' gitu. Kami akan dampingi dengan psikolog atau pskiater cuma harus menunggu (luka fisiknya) sembuh dulu,"" ujar Ida. ACA, ibu kandung korban yang tinggal di Manyar Tirtoyoso Selatan VIII, Surabaya diketahui kerap menyiksa putrinya. Penyiksaan anak kandung oleh perempuan berusia 26 tahun itu terbongkar setelah polisi menerima laporan Dinsos Surabaya pada 17 Januari 2024. ""Si ACA ini dikenal mendidik anaknya sangat keras. Kalau melakukan kesalahan pasti dikasih sanksi yang seperti itu (kekerasan),"" beber Kasat Reskrim Polrestabes Surabaya AKBP Hendro Sukmono, Senin (22/1/2024).GEL yang sempat dirawat DP3A selama 6 bulan tiba-tiba dijemput dan diajak pulang oleh ACA, ibunya yang sebelumnya mengeluh tidak mampu merawat anaknya. Meski GEL pulang, DP3A tak berhenti mengawasi. Hingga akhirnya diketahui bahwa GEL kembali mendapat siksaan. ""Pada 16 Januari 2024 pihak DP3A mengetahui ACA melakukan kekerasan. Bahwa korban kembali mendapat perlakukan kasar seperti disiram dengan air panas,"" ujar Hendro.DP3A langsung menjemput GEL setelah mendengar kekerasan itu. Mereka kemudian menyerahkan GEL ke Dinsos Surabaya. Sehari kemudian, GEL diantar Dinsos ke Polrestabes Surabaya untuk membuat laporan polisi. GEL lantas divisum di RS Bhayangkara Polda Jatum. ""Kemudian Unit PPA polrestabes Surabaya melakukan klarifikasi terhadap pelapor, korban, maupun saksi. Lalu kami gelar perkara dan berangkat ke rumah pelaku untuk melakukan pengamanan terhadap terduga pelaku ACA di rumahnya,"" imbuh Hendro. Selain mengamankan ACA, polisi juga menyita 2 gelas plastik, sebuah alat pemanas air merek Mayama, sebuah alat pemukul anjing, â 2 buah tali karet warna biru, 1 set seragam SD warna putih dan merah, 1 ponsel, hingga sebuah flashdisk berisi foto dan video korban. ACA dikenakan Pasal 44 ayat (2) UU RI Nomor 23 tahun 2004 tentang PKDRT dan atau Pasal 80 ayat (2) dan (4) UU RI Nomor 35 tahun 2014 tentang perubahan ke dua atas UU RI Nomor 23 tahun 2002 tentang Perlindungan anak. Ia terancam pidana selama 10 tahun.",Keluarga,
