Judul,Tanggal,Link,Isi Berita,Label
"Pengakuan Bocah yang Diculik Driver Ojol di Tangsel, Diajak Keliling Lalu Diduga Ada Tindakan Cabul","Selasa, 10 September 2024 18:16 WIB",https://jakarta.tribunnews.com/2024/09/10/pengakuan-bocah-yang-diculik-driver-ojol-di-tangsel-diajak-keliling-lalu-diduga-ada-tindakan-cabul,"Pengakuan Bocah yang Diculik Driver Ojol di Tangsel, Diajak Keliling Lalu Diduga Ada Tindakan Cabul. Bocah laki-laki berinisial CFA (11) yang menjadi korban penculikan driver ojek online (ojol)  di Serpong, Tangerang Selatan mengurai pengakuan. Pengakuan CFA tersebut diceritakan oleh ibundanya berinisial A (36). A menyebut anaknya mengaku sempat diajak pelaku berkeliling mengantarkan pesanan. ""Dia (korban) cerita kalau dibawa narik GoFood gitu (sama pelaku),"" ujar Astria saat ditemui di rumahnya, Jelupang, Serpong Utara, Tangerang Selatan, Selasa (10/9/2024). CFA diajak menemani pelaku yang berprofesi sebagai pengantar makanan di salah satu aplikasi ojek online. ""Pas pulang, dia cerita kalau diajak ke sini, ke sini, dan ke sini. Salah satunya ke Taman Kota 2 (Ciater, Serpong),"" kata dia. Korban baru dipulangkan pada pukul 00.30 WIB oleh pelaku. Tak ada tanda-tanda kekerasan di tubuh korban. ""Anak saya dipulangkan dekat mushola, diantar aja, pas anter ada yang liat tetangga, ya kami kejar tapi enggak ketemu,"" kata Astria. ""Iya anak saya dapat pesan 'jangan bilang siapa-siapa',"" sambung dia. A enggan menjelaskan apa tindakan yang dilakukan pelaku terhadap anaknya. Sebab, dia ingin menjaga kondisi kejiwaan buah hatinya. ""Ada yang enggak bisa kami publikasikan tentang diapainnya, tetapi hal itu membuat kami harus melaporkan ke polisi,"" ucap dia. Diduga Jadi Korban PencabulanMB (49) driver ojol yang menculik CFA, akhirnya ditangkap polisi pada Senin (9/9/2024) sore.",Orang asing
"Trauma, Anak Korban Penganiayaan di Jakut Sempat Menangis Ketika Didekati","Selasa, 6 Agustus 2024 23:28 WIB",https://jakarta.tribunnews.com/2024/08/06/trauma-anak-korban-penganiayaan-di-jakut-sempat-menangis-ketika-didekati,"Trauma, Anak Korban Penganiayaan di Jakut Sempat Menangis Ketika Didekati. Dua kakak beradik laki-laki berinisial FW (1) dan R (6), korban penganiayaan orangtua asuh di Sukapura, Cilincing, Jakarta Utara mengalami trauma berat. Kepala RS Polri Kramat Jati, Brigjen Hariyanto mengatakan, saat awal dirujuk, R yang mengalami luka kekerasan tumpul di sekujur tubuh, seketika menangis setiap didekati orang. ""Psikologisnya terganggu, karena kalau didekati orang menangis dan sebagainya,"" kata Hariyanto di RS Polri Kramat Jati, Jakarta Timur, Selasa (6/8/2024).Butuh waktu bagi RS Polri Kramat untuk memulihkan trauma dialami R, hingga akhirnya setelah satu pekan dirawat korban dapat berkomunikasi dengan baik dengan psikolog.Rencananya, pendampingan psikologis terhadap R juga akan melibatkan psikolog dari Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (KemenPPPA). ""Setelah menjalani perawatan yang bersangkutan luka-lukanya mulai membaik, kemudian bisa komunikasi dan bisa menceritakan dengan lancar kepada psikolog kita,"" ujarnya. Sementara terkait FW, Hariyanto menuturkan korban masih dalam keadaan tidak sadarkan diri dan dirawat di ruang Pediatric Intensive Care Unit (PICU) atau ruang ICU khusus anak. Meski secara umum kondisinya membaik setelah satu pekan dirawat dan menjalani tindakan operasi, tapi korban masih harus menggunakan ventilator atau alat bantu pernapasan. ""Adiknya yang masuk dengan cedera kepala berat dirawat di ruang ICU untuk anak. Ada perkembangan perbaikan. Tetapi masih pakai ventilator atau alat bantu napas,"" tuturnya. Sebelumnya kedua korban dirujuk ke RS Polri Kramat Jati pada Selasa (29/7/2024) malam oleh penyidik Satreskrim Polres Metro Jakarta Utara yang menangani kasus penganiayaan. Saat dirujuk FW sudah dalam kondisi tidak sadarkan diri dan harus menggunakan alat bantu pernapasan, sementara R dalam kondisi stabil sehingga dapat dirawat di ruang perawatan biasa.",Pengasuh
"Kondisi Anak Korban Penganiayaan di Jakut Membaik, Tapi Masih Butuh Alat Bantu Pernapasan","Selasa, 6 Agustus 2024 20:40 WIB",https://jakarta.tribunnews.com/2024/08/06/kondisi-anak-korban-penganiayaan-di-jakut-membaik-tapi-masih-butuh-alat-bantu-pernapasan,"Kondisi Anak Korban Penganiayaan di Jakut Membaik, Tapi Masih Butuh Alat Bantu Pernapasan. Kondisi dua kakak beradik laki-laki berinisial FW (1) dan R (6) korban penganiayaan orangtua asuh di Cilincing, Jakarta Utara berangsur membaik. Kepala RS Polri Kramat Jati, Brigjen Hariyanto mengatakan kondisi kedua korban membaik setelah mendapat penanganan medis dari tim dokter spesialis gabungan.  Kondisi R yang mengalami trauma akibat kekerasan tumpul pada sekujur tubuh misalnya, kini sudah berangsur membaik setelah mendapat penanganan medis dan pendampingan psikologis. ""Setelah menjalani perawatan luka-lukanya mulai membaik, kemudian bisa komunikasi dan bisa menceritakan dengan lancar kepada psikolog,"" kata Hariyanto di Jakarta Timur, Selasa (6/8/2024). Selain psikolog RS Polri Kramat Jati, rencananya pendampingan psikologis terhadap R akan melibatkan Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (KemenPPPA). Kementrian PPPA pun sudah berkoordinasi dengan psikolog RS Polri Kramat Jati untuk pendampingan psikologis, sehingga diharapkan R dapat pulih dari trauma akibat penganiayaan dialami. ""Kementrian PPPA sudah komunikasi, nanti kolaborasi dengan psikolog kita. Kalau kondisi anaknya sudah membaik barangkali bisa menceritakan keterangan yang diperlakukan penyidik,"" ujarnya. Sementara terkait kondisi FW yang mengalami pendarahan berat di kepala, Hariyanto menuturkan pihaknya sudah melakukan tindakan operasi untuk pemulihan korban.Hasilnya kondisi FW kini sudah membaik, namun masih harus menjalani perawatan di ruang Pediatric Intensive Care Unit (PICU) atau ruang Intensive Care Unit (ICU) khusus diperuntukkan untuk anak. ""Dirawat di ruang ICU untuk anak (PICU), masih sampai saat ini. Ada perkembangan-perkembangan perbaikan. Tetapi masih pakai ventilator atau alat bantu napas,"" tuturnya. Selain pemulihan luka berat di kepala tim dokter RS Polri Kramat Jati juga tengah berupaya untuk memulihkan asupan gizi FW, karena saat dirujuk korban dalam kondisi memprihatinkan. Diharapkan dalam waktu dekat kondisi bayi tidak berdosa itu dapat segera membaik, sehingga tidak harus menjalani perawatan dengan ditopang alat bantu pernapasan. ""Kemarin kita coba lepas tanpa alat bantu napas, tapi belum mampu untuk bernapas secara spontan, sehingga kita pasang lagi. Insya Allah beberapa hari ke depan semoga membaik,"" lanjut Hariyanto. Sebelumnya kedua korban dirujuk ke RS Polri Kramat Jati pada Selasa (29/7/2024) malam oleh penyidik Satreskrim Polres Metro Jakarta Utara yang menangani kasus penganiayaan. Saat dirujuk FW sudah dalam kondisi tidak sadarkan diri dan harus menggunakan alat bantu pernapasan, sementara R dalam kondisi stabil sehingga dapat dirawat di ruang perawatan biasa. ",Pengasuh
"2 Anak Bersaudara di Jakut Alami Kekerasan di Sekujur Tubuh, Adik Tak Sadarkan Diri","Rabu, 31 Juli 2024 12:45 WIB",https://jakarta.tribunnews.com/2024/07/31/2-anak-bersaudara-di-jakut-alami-kekerasan-di-sekujur-tubuh-adik-tak-sadarkan-diri,"2 Anak Bersaudara di Jakut Alami Kekerasan di Sekujur Tubuh, Adik Tak Sadarkan Diri. Dua kakak beradik laki-laki berinisial FW (1) dan R (6) korban penganiayaan orangtua asuh di Sukapura, Cilincing, Jakarta Utara menderita luka berat. Kepala RS Polri Kramat Jati, Brigjen Hariyanto mengatakan dari hasil pemeriksaan awal terdapat kedua korban mengalami luka penganiayaan benda tumpul di sekujur tubuh. ""Dari tanda-tanda yang kita periksa di IGD ada trauma tumpul di kepala, kemudian di wajah, dada, punggung, dan kedua tangan,"" kata Hariyanto di RS Polri Kramat Jati, Jakarta Timur, Rabu (31/7/2024). Namun luka yang diderita FW lebih parah, karena dari hasil pemeriksaan ditemukan adanya pendarahan di kepala dan gangguan pernapasan sehingga dalam kondisi tak sadarkan diri. Bahkan saat dirujuk dari rumah sakit di Jakarta Utara ke RS Polri Kramat Jati pada Selasa (29/7/2024) malam, FW harus menggunakan alat bantu pernapasan karena buruknya kondisi. FW sempat mendapat penanganan medis di IGD RS Polri Kramat Jati, namun karena buruknya kondisi korban dipindah ke ruang Pediatric Intensive Care Unit (PICU) untuk penanganan lebih lanjut. ""Kondisi pasien tidak sadarkan diri, saat ini dirawat di PICU, di ICU untuk anak. Jadi kita punya ahlinya, sub spesialis PICU dokter spesialis anak, kemudian dokter bedah saraf,"" ujarnya. Sementara untuk kondisi R, Hariyanto menuturkan dari hasil pemeriksaan awal di IGD kondisinya cukup stabil dan tidak membutuhkan alat bantu pernapasan untuk menunjang kondisinya.Namun karena luka kekerasan diderita, R kini masih harus menjalani rawat inap di ruang perawatan RS Polri Kramat Jati untuk proses pemulihan luka fisik dan psikis dialami. ""Untuk anak (berinisial) R umur 6 tahun juga mengalami kekerasan tumpul di kepala, wajah, punggung, perut, dan dada. Tapi kondisinya masih stabil,"" tuturnya.",Pengasuh
KPAI Minta Pemkot Jaktim Tingkatkan Pengawasan Usai Kasus Dugaan Sodomi Anak di RPTRA dan Edufarm,"Jumat, 19 Juli 2024 08:19 WIB",https://jakarta.tribunnews.com/2024/07/19/kpai-minta-pemkot-jaktim-tingkatkan-pengawasan-usai-kasus-dugaan-sodomi-anak-di-rptra-dan-edufarm,"KPAI Minta Pemkot Jaktim Tingkatkan Pengawasan Usai Kasus Dugaan Sodomi Anak di RPTRA dan Edufarm. Komisi Perlindungan Anak Indonesia (KPAI) menyoroti kasus dugaan anak SMP menyodomi anak SD pada RPTRA dan Edufarm di Jakarta Timur. Yakni kasus seorang anak laki-laki berusia sekitar 13 diduga menyodomi bocah laki-laki berusia sekitar 8 tahun pada RPTRA dan Edufarm yang terungkap pada Senin (15/7/2024) lalu. Komisioner KPAI, Dian Sasmita mengatakan Pemkot Jakarta Timur patutnya dapat meningkatkan pengawasan di ruang publik untuk mencegah kasus kekerasan anak. ""Melihat lokasi kejadian tersebut perlu sekali pemerintah meningkatan pengamanan anak-anak di berbagai ruang pubik,"" kata Dian saat dikonfirmasi di Jakarta Timur, Jumat (19/7/2024). Pemasangan CCTV menjadi hal mutlak dilakukan Pemkot Jakarta Timur pada ruang publik, khususnya seperti RPTRA yang kerap digunakan anak-anak untuk bermain. CCTV juga dapat memudahkan pengawasan bila pada lokasi tidak terdapat petugas jaga yang melekat, dan rekaman CCTV pun dapat menjadi barang bukti untuk proses hukum. KPAI juga meminta Pemkot Jakarta Timur meningkatkan upaya edukasi untuk mencegah kasus kekerasan terhadap anak, baik melalui sosialisasi ke orangtua maupun anak. ""Papan informasi pencegahan kerasaan anak. Termasuk informasi di mana bisa akses bantuan atau melapor. Edukasi terus menerus harus dilakukan. Jangan hanya ketika ada kasus,"" ujar Dian. Terkait kasus, menurut KPAI penyelesaian kasus secara kekeluargaan tidak tepat, karena anak pelaku dan korban justru menjadi tidak mendapat pendampingan psikologis untuk pemulihan. Dian menuturkan penanganan kasus kekerasan terhadap anak patutnya ditangani secara hukum sesuai mekanisme Sistem Peradilan Pidana Anak, tidak kekeluargaan. ""Perlu didorong untuk masuk dalam sistem peradilan pidana anak. Anak korban, saksi, dan anak konflik hukum harus dapat dukungan pendampingan,"" tutur Dian. Pendampingan psikologis tersebut guna memastikan penyebab anak pelaku melakukan kekerasan seksual, dan mencegah dia kembali melakukan tindakan serupa. Sementara bagi anak korban dan saksi melihat kejadian pendampingan psikologis perlu agar mereka dapat pulih dari trauma, dan di masa mendatang tidak berubah menjadi pelaku kekerasan.",Orang asing
Komnas PA Ungkap Alasan Pelaku Dugaan Sodom di RPTRA dan Edufarm Jaktim Incar Anak Kecil,"Jumat, 19 Juli 2024 13:30 WIB",https://jakarta.tribunnews.com/2024/07/19/komnas-pa-ungkap-alasan-pelaku-dugaan-sodom-di-rptra-dan-edufarm-jaktim-incar-anak-kecil,"Komnas PA Ungkap Alasan Pelaku Dugaan Sodom di RPTRA dan Edufarm Jaktim Incar Anak Kecil. Komisi Nasional Perlindungan Anak (Komnas PA) angkat bicara terkait kasus dugaan sodomi anak SMP kepada bocah SD di RPTRA dan Edufarm Jakarta Timur. Yakni kasus seorang anak laki-laki berusia sekitar 13 diduga menyodomi bocah laki-laki berusia sekitar 8 tahun pada RPTRA dan Edufarm yang terungkap pada Senin (15/7/2024) lalu.Pelaku yang sama diduga juga menyodomi seorang anak laki-laki lain berusia sekitar 4 tahun pada RPTRA di lokasi sekitar, sehingga korban kekerasan diduga lebih dari seorang. Dewan Pengurus Pusat Bidang Edukasi, Sosialisasi dan Hak Anak Komnas PA, Lia Latifah mengatakan dalam kasus kekerasan seksual secara umum anak-anak memang lebih rentan jadi korban. ""Kenapa sasarannya anak yang lebih kecil. Karena anak yang lebih kecil dia tidak bisa ngomong (cenderung menutupi kasus),"" kata Lia saat dikonfirmasi di Jakarta Timur, Jumat (19/7/2024). Menurut Komnas PA anak-anak korban kekerasan tidak mengetahui bagaimana harus menceritakan hal yang dialami kepada orang dewasa, sehingga mereka memilih memendam kasus. Terlebih bila orangtua tidak memberikan edukasi bagaimana anak-anak harus bersikap baik bila ada yang memegang alat vital, bokong, atau area tubuh lain bersifat privat. Dalam kasus di Jakarta Timur misalnya berdasar penuturan warga terdapat seorang anak korban dugaan sodom berusia 4 tahun yang hanya bisa menangis keluar RPTRA tanpa bisa bercerita. Warga pun hanya bisa menduga kasus yang dialami korban karena ketika keluar dari RPTRA anak diduga korban sodom tersebut sudah dalam keadaan tidak mengenakan celana. ""Ketika pola pengasuhan orangtua tidak pernah mengajarkan anak-anak kalau ada orang yang memegang alat vital, bokong kamu bilang sama ibu. Itu kita tidak terbiasa,"" ujarnya. Lia menuturkan kasus dugaan sodom pada RPTRA dan Edufarm di Jakarta Timur perlu menjadi catatan serius bersamanya pentingnya upaya pencegahan kasus kekerasan. Bahwa kasus kekerasan terhadap anak dapat terjadi di ruang publik sekalipun dan siapapun dapat menjadi pelaku, termasuk anak pun bisa menjadi pelaku bila mengalami penyimpangan seksual. Bahkan berdasar catatan Komnas PA dalam banyak kasus, pelaku kekerasan terhadap anak justru merupakan orang terdekat di lingkungan terdekat meliputi orangtua, guru, dan lainnya.",Orang asing
"Kabar Terbaru: Mama Muda yang Cabuli Anak Kandung di Tangsel Ditahan, Korban Dititip di Safe House","Rabu, 5 Juni 2024 21:09 WIB",https://jakarta.tribunnews.com/2024/06/05/kabar-terbaru-mama-muda-yang-cabuli-anak-kandung-di-tangsel-ditahan-korban-dititip-di-safe-house,"Kabar Terbaru: Mama Muda yang Cabuli Anak Kandung di Tangsel Ditahan, Korban Dititip di Safe House. Polda Metro Jaya telah menetapkan mama muda berinisial R (22) sebagai tersangka kasus pencabulan terhadap anak kandungnya di Tangerang Selatan (Tangsel). Saat ini, R juga telah ditahan di Rutan Polda Metro Jaya. ""Pertama kita melakukan penahanan wanita R sebagai terduga pelaku,"" kata Wakil Direktur Reserse Kriminal Khusus Polda Metro Jaya AKBP Hendri Umar, Rabu (5/6/2024). Hendri menambahkan, pihaknya berkoordinasi dengan Unit Pelaksana Teknis Dinas (UPTD) Pelayanan Perempuan dan Anak (PPA) Tangerang Selatan untuk menitipkan korban ke rumah aman. ""Terhadap si anak inisial MR sudah kami koordinasikan dengan pihak UPTD Tangsel untuk diamankan di rumah aman atau safehouse,"" ujar dia. Selain itu, polisi juga masih melakukan observasi terkait kondisi kesehatan mental korban. ""Kita juga terus melakukan observasi dan pemulihan kondisi mental atau psikis anak korban dengan melibatkan psikolog anak,"" ucap Hendri. Adapun peristiwa ini bermula pada 28 Juli 2023 ketika R dihubungi akun Facebook bernama Icha Shakila. Akun Facebook itu menawarkan pekerjaan kepada R. Ibu muda ini diminta berfoto bugil dengan iming-iming bayaran sejumlah uang. ""Karena desakan kebutuhan ekonomi, tersangka R mengirimkan foto tanpa busana milik tersangka,"" kata Ade Ary kepada wartawan, Senin (3/6/2024).Dua hari berselang, R kembali dihubungi oleh akun Facebook Icha Shakila yang memintanya membuat video bermuatan asusila. Kali ini R diminta membuat video porno dengan melibatkan anak kandungnya. Untuk membuat video tersebut, R dijanjikan bayaran Rp 15 juta. ""Tersangka mengikuti perintah dari akun facebook Icha Shakila untuk membuat video yang bermuatan pornografi antara tersangka dengan anak kandungnya,"" ungkap Ade Ary.",Keluarga
"Fakta Baru, Mama Muda di Tangsel Cabuli Anak Kandung Atas Inisiatif Sendiri","Rabu, 5 Juni 2024 17:47 WIB",https://jakarta.tribunnews.com/2024/06/05/fakta-baru-mama-muda-di-tangsel-cabuli-anak-kandung-atas-inisiatif-sendiri,"Fakta Baru, Mama Muda di Tangsel Cabuli Anak Kandung Atas Inisiatif Sendiri. Polisi menyebut mama muda berinisial R (22) membuat konten video porno dengan menyetubuhi anak kandungnya atas inisiatif sendiri. Wakil Direktur Reserse Kriminal Khusus Polda Metro Jaya AKBP Hendri Umar mengatakan, R mulanya memang disuruh membuat konten video porno dengan siapapun oleh akun Facebook bernama Icha Shakila atau IS. ""Jadi awalnya si akun IS itu sifatnya dia menyuruh si pelaku untuk membuat video pornografi dengan siapapun terserah R,"" kata Hendri saat merilis kasus ini di Polda Metro Jaya, Jakarta Selatan, Rabu (5/6/2024). Akun Facebook itu, jelas Hendri, sempat menawarkan R untuk membuat video hubungan intim dengan suaminya. ""Tapi, sempat waktu itu IS menawarkan 'dengan suami kamu saja bikin video itu',"" ujar dia. Namun, R menolaknya karena ketika itu sang suami sedang tidak berada di rumah. R pun berinisiatif membuat video porno dengan anak kandungnya yang masih berusia empat tahun. ""Makanya dia mengambil keputusan sendiri untuk membuat video ini dengan melibatkan anaknya yang masih berumur empat tahun.  Jadi itu adalah inisiatif dari si pelaku R untuk membuat video ini dengan si anaknya,"" ungkap Hendri. R dihadirkan dalam jumpa pers pengungkapan kasus ini di Polda Metro Jaya, Jakarta Selatan, Rabu (5/6/2024). Mama muda itu mengenakan baju tahanan Polda Metro Jaya berwarna oranye. Kedua tangan R diborgol menggunakan kabel ties.R terlihat dikawal oleh dua anggota polisi, di mana salah satunya merupakan polwan. R yang menggunakan masker hanya tertunduk saat ditampilkan dalam konferensi pers.Adapun peristiwa ini bermula pada 28 Juli 2023 ketika R dihubungi akun Facebook bernama Icha Shakila. Akun Facebook itu menawarkan pekerjaan kepada R. Ibu muda ini diminta berfoto bugil dengan iming-iming bayaran sejumlah uang.",Keluarga
"Anak Kecil Disiksa & Dipaksa Ngamen Ayahnya di Parung Bogor, Tetangga Tak Tega Lihat Luka Lebamnya","Rabu, 7 Februari 2024 21:28 WIB",https://jakarta.tribunnews.com/2024/02/07/anak-kecil-disiksa-dipaksa-ngamen-ayahnya-di-parung-bogor-tetangga-tak-tega-lihat-luka-lebamnya,"Anak Kecil Disiksa & Dipaksa Ngamen Ayahnya di Parung Bogor, Tetangga Tak Tega Lihat Luka Lebamnya. Seorang anak perempuan berinisial N (7) mengalami nasib yang sangat malang. Anak perempuan tersebut mendapatkan kekerasan fisik oleh ayah kandungnya. Bahkan, anak sekecil itu dipaksa mengais rezeki dengan cara mengamen untuk membantu ekonomi keluarga. Kisah pilu itu terungkap ketika warga melaporkan ayah N berinisial SH ke Polsek Parung, Jumat (2/2/2024) malam. Malam itu, salah satu warga yang merupakan tetangga SH, Sugiarni (47) berusaha melindungi N dari kekerasan fisik SH. Dengan kedua matanya sendiri, Sugiarni melihat kekejaman SH menyiksa N. Bahkan, air matanya seketika mengucur di pipi begitu mengingat peristiwa yang menimpa anak perempuan itu. Apalagi, ketika ia melihat luka-luka lebam di bagian belakang punggung N. Sugiarni tak habis pikir ada orangtua yang begitu jahatnya menyiksa sang buah hati menggunakan gantungan pakaian. Sugiarni mengaku iba dengan anak kecil itu. Bahkan N sudah dianggapnya sebagai anak kandungnya sendiri. ""Saya lihat bagian punggung N sudah penuh dengan luka. Tangan sebelah kirinya kalau tak salah juga ada bekas luka. Luka itu pasti akan membekas. N anak baik dan ceria. Sering main dengan anak-anak sekitar. Kok, sampai tega memperlakukan N seperti itu,"" kata Sugiarni dengan suara gemetar mengusap air matanya seperti dilansir dari Kompas.id.Menurut Sugiarni dan beberapa tetangga  lainnya, N dipaksa ibu tirinya mengamen di sekitar Gunung Kapur, Ciseeng, hingga larut malam. D ikut mengawasi anak angkatnya dari kejauhan. ",Keluarga
"Kasus Bullying di Binus School Simprug, Kubu Korban Sebut Terduga Pelaku Ngaku Anak Ketua Partai","Jumat, 13 September 2024 16:29 WIB",https://jakarta.tribunnews.com/2024/09/13/kasus-bullying-di-binus-school-simprug-kubu-korban-sebut-terduga-pelaku-ngaku-anak-ketua-partai,"Kasus Bullying di Binus School Simprug, Kubu Korban Sebut Terduga Pelaku Ngaku Anak Ketua Partai. Para terduga pelaku bullying di Binus School Simprug, Kebayoran Lama, Jakarta Selatan disebut anak pejabat hingga anak ketua partai politik (parpol). Korban dalam kasus dugaan bullying ini adalah seorang siswa berinisial RE (16). ""Si siswa-siswa ini yang menyatakan diri langsung, memperkenalkan bahwa bapak saya adalah ketua partai, bapak saya adalah pejabat. Bukan dia (korban) yang ngarang, bukan,"" kata kuasa hukum korban, Agustinus Nahak, Jumat (13/9/2024). Agustinus mengungkapkan, korban diduga dianiaya dan dilecehkan lantaran tidak bersedia menuruti permintaan para terduga pelaku. ""Sehingga ketika mereka memperkenalkan diri sebagai anak-anak orang hebat itu, anak korban diminta untuk melayani mereka. Justru karena dia tidak mau dan tidak ikut, akhirnya kejadian ini terjadi,"" ungkap dia. Adapun kasus ini telah dinaikkan dari penyelidikan ke tahap penyidikan sejak Senin (9/9/2024) lalu. ""Iya sudah naik penyidikan,"" kata Kasi Humas Polres Metro Jakarta Selatan AKP Nurma Dewi saat dikonfirmasi, Jumat (13/9/2024). Nurma menjelaskan, kasus dugaan bullying ini naik ke tingkat penyidikan setelah polisi menemukan dugaan tindak pidana. ""Ya kalau tindak pidana, kalau lihat videonya jelas, ada,"" ungkap mantan Wakapolsek Pasar Minggu itu. Sementara itu, pihak Binus School Simprug membantah adanya tindakan bullying maupun pelecehan seksual terhadap korban. Humas Binus School Education Haris Suhendra mengatakan, pihaknya telah melakukan investigasi terkait peristiwa yang dilaporkan korban. ""Sejak awal, sekolah menanggapi laporan dari yang bersangkutan dengan serius. Sekolah telah melaksanakan investigasi berdasarkan bukti dan saksi,"" kata Haris dalam keterangannya. Haris menuturkan bahwa hasil investigasi menyatakan tidak ada temuan bullying dan pelecehan seksual, melainkan hanya perselisihan antarsiswa.",Teman
"Mediasi Deadlock, Korban Bullying Binus School Simprug Pilih Lanjutkan Kasus hingga Persidangan","Jumat, 13 September 2024 20:58 WIB",https://jakarta.tribunnews.com/2024/09/13/mediasi-deadlock-korban-bullying-binus-school-simprug-pilih-lanjutkan-kasus-hingga-persidangan,"Mediasi Deadlock, Korban Bullying Binus School Simprug Pilih Lanjutkan Kasus hingga Persidangan. Siswa Binus School Simprug, Kebayoran Lama, Jakarta Selatan berinisial RE (16) yang diduga menjadi korban bullying menjalani mediasi dengan kubu terduga pelaku. Mediasi digelar di Polres Metro Jakarta Selatan, Jumat (13/9/2024) siang. Namun, mediasi tersebut berakhir deadlock.Ayah korban, S, mengatakan pihaknya sudah berunding dengan keluarga terkait permasalahan ini. ""Saya selaku orangtua ananda RE, selaku korban bully ya, dan kasus penganiayaan, saya sudah merundingkan masalah ini bersama istri, bersama anak-anak, dan keluarga besar kami,"" kata S kepada wartawan. S memastikan tidak akan berdamai dengan para terduga pelaku. Ia menegaskan bakal melanjutkan perkara ini sampai ke persidangan. ""Setelah melakukan perundingan yang cukup panjang, jadi sehingga kami memutuskan untuk melanjutkan perkara ini sampai ke meja hijau. Apapun kondisi dan keadaannya kami siap untuk menyelesaikan kasus ini sampai seselesai-selesainya, sampai ke meja hijau, sesuai dengan hukum yang berlaku,"" ujar dia. Ia mengaku tidak ingin kasus bullying yang dialami anaknya terulang lagi dan menimpa siswa-siswa lainnya.Menurut dia, kasus kekerasan terhadap anak dapat memberikan dampak negatif berkepanjangan terhadap korban. ""Jadi alasan saya itu, kebetulan saya punya beberapa anak, jadi saya mempunyai harapan jangan sampai terulang lagi kasus bully ini,"" ungkap S. Adapun kasus ini telah dinaikkan dari penyelidikan ke tahap penyidikan sejak Senin (9/9/2024) lalu. ""Iya sudah naik penyidikan,"" kata Kasi Humas Polres Metro Jakarta Selatan AKP Nurma Dewi saat dikonfirmasi, Jumat (13/9/2024).Nurma menjelaskan, kasus dugaan bullying ini naik ke tingkat penyidikan setelah polisi menemukan dugaan tindak pidana. ""Ya kalau tindak pidana, kalau lihat videonya jelas, ada,"" ungkap mantan Wakapolsek Pasar Minggu itu.",Teman
"Guru Ngaji Pelaku Pencabulan 15 Anak Divonis 20 Tahun Penjara, LPSK: Peringatan Keras Bagi Publik","Kamis, 12 September 2024 16:02 WIB",https://jakarta.tribunnews.com/2024/09/12/guru-ngaji-pelaku-pencabulan-15-anak-divonis-20-tahun-penjara-lpsk-peringatan-keras-bagi-publik,"Guru Ngaji Pelaku Pencabulan 15 Anak Divonis 20 Tahun Penjara, LPSK: Peringatan Keras Bagi Publik. Lembaga Perlindungan Saksi dan Korban (LPSK) mengapresiasi putusan bersalah terhadap Opan Sopandi, guru ngaji pelaku pencabulan 15 anak di Purwakarta, Jawa Barat. Bahwa dalam sidang putusan pada 4 September 2024 lalu, Majelis Hakim Pengadilan Negeri Purwakarta menjatuhkan vonis hukuman 20 tahun penjara terhadap Opan Sopandi. Kemudian mewajibkan Opan membayar restitusi atau ganti rugi sebesar Rp183.755.000 terhadap korban sebagaimana hasil penghitungan dilakukan LPSK sebelumnya. Wakil Ketua LPSK, Sri Nurherwati mengatakan pihaknya mengapresiasi putusan karena dapat memberi efek jera sekaligus peringatan keras bagi publik terkait kasus kekerasan seksual. ""Kami berharap hukuman yang dijatuhkan tidak hanya membuat pelaku jera secara pribadi, tetapi juga berfungsi sebagai peringatan tegas bagi masyarakat luas, kata Sri, Kamis (12/9/2024). Bahwa tindak pidana kekerasan seksual terhadap anak tidak dapat ditolelir, dan siapapun pelakunya akan mendapat hukuman yang berat sesuai dengan perbuatan. Pasalnya anak-anak korban kekerasan seksual mengalami trauma berat akibat kejadian, mereka butuh dukungan moril dan pendampingan psikologis untuk pulih dari kasus dialami.LPSK juga berharap putusan terhadap Opan Sopandi menjadi pengingat bagi semua pihak pentingnya menjaga anak-anak agar terhindar dari tindak kekerasan seksual.Kami berharap dapat mencegah terjadinya kasus serupa di masa depan. Dan mengingatkan semua pihak pentingnya melindungi anak-anak dari segala bentuk kekerasan seksual,"" ujarnya. Sri Nurherwati menuturkan dalam kasus ini pihaknya juga mengapresiasi kepala dusun dan kepala desa Salem, Purwakarta atas keberanian mereka dalam merespons laporan dari para korban.Menurut LPSK dukungan dari lingkungan berperan penting dalam menciptakan rasa aman bagi para korban untuk melaporkan kasus ke kepolisian, sehingga pelaku dapat diproses hukum. Alasannya dalam beberapa kasus, anak korban kekerasan seksual merasa takut, malu untuk melaporkan kasus dialami ke aparat penegak hukum karena tidak mendapat dukungan. Tanpa dukungan yang kuat dari lingkungan sekitar, banyak korban mungkin merasa takut, malu, atau tidak nyaman untuk melaporkan kekerasan yang mereka alami, tuturnya. Sebelumnya pada bulan Juni 2024 lalu LPSK memberi perlindungan kepada 24 saksi dan korban kasus pencabulan Opan, para terlindung meliputi 15 korban dan sembilan anggota keluargaBentuk perlindungan yang diberikan LPSK berupa pendampingan dalam proses hukum, rehabilitasi psikologis, dan psikososial untuk pemulihan trauma akibat kasus dialami",Tenaga Pendidik
