Berita,Label,Category_id
"['jual', 'video', 'porno', 'anak', 'medsos', 'pria', 'kebumen', 'tangkap', 'pria', 'inisial', 'rs', 'kabupaten', 'kebumen', 'tangkap', 'direktorat', 'reserse', 'kriminal', 'khusus', 'polda', 'jawa', 'jual', 'video', 'porno', 'anak', 'media', 'sosial', 'medsos', 'kasubdit', 'vsiber', 'dit', 'reskrimsus', 'polda', 'jateng', 'akbp', 'sulistyaningsih', 'laku', 'tawar', 'video', 'porno', 'anakanak', 'facebook', 'tarik', 'komunikasi', 'lanjut', 'aplikasi', 'telegram', 'laku', 'tawar', 'facebook', 'telegram', 'sulis', 'kantor', 'jumat', 'sulis', 'rs', 'kirim', 'video', 'porno', 'anak', 'ratarata', 'usia', 'sembilan', 'puluh', 'bayar', 'video', 'porno', 'anak', 'jual', 'rp', 'ribu', 'video', 'porno', 'orang', 'dewasa', 'jual', 'rp', 'ribu', 'member', 'grup', 'ratus', 'ratarata', 'uang', 'rp', 'juta', 'rp', 'juta', 'sulis', 'laku', 'rekam', 'video', 'ambil', 'situs', 'porno', 'jual', 'aksi', 'produksi', 'ambil', 'ambil', 'website', 'porno', 'akibat', 'buat', 'rs', 'jerat', 'pasal', 'ayat', 'undangundang', 'ite', 'ancam', 'hukum', 'denda', 'rp', 'miliar']",orang asing,4
"['kakek', 'cari', 'kepiting', 'pasuruan', 'cabul', 'anak', 'tetangga', 'kakek', 'inisial', 'aw', 'kerap', 'sapa', 'jon', 'warga', 'camat', 'bangil', 'pasuruan', 'ringkus', 'satreskrim', 'polres', 'pasuruan', 'jon', 'duga', 'cabul', 'anak', 'tetangga', 'aman', 'rabu', 'juli', 'wib', 'tetap', 'sangka', 'cabul', 'anak', 'umur', 'kasat', 'reskrim', 'polres', 'pasuruan', 'akp', 'achmad', 'doni', 'meidianto', 'kamis', 'konferensi', 'pers', 'tangkap', 'jon', 'dasar', 'lapor', 'em', 'kandung', 'salah', 'korban', 'inisial', 'pda', 'terungkapanya', 'aksi', 'bejat', 'sangka', 'em', 'saudara', 'anak', 'korban', 'cabul', 'sangka', 'sangka', 'tetangga', 'korban', 'buat', 'asusila', 'gudang', 'kosong', 'donisatreskrim', 'polres', 'pasuruan', 'aman', 'aw', 'pabu', 'wib', 'kakek', 'tetap', 'sangka', 'cabul', 'anak', 'umurberdasarkan', 'aku', 'sangka', 'cabul', 'korban', 'beda', 'pda', 'modus', 'kali', 'cabul', 'sangka', 'uang', 'rp', 'main', 'korban', 'senang', 'buat', 'laku', 'cabul', 'raba', 'cium', 'korban', 'papar', 'kasi', 'humas', 'polres', 'pasuruan', 'iptu', 'bambang', 'sugeng', 'hariyadisedangkan', 'motif', 'papar', 'akp', 'achmad', 'meidianto', 'kasat', 'reskrim', 'polres', 'pasuruan', 'jon', 'aku', 'rangsang', 'bau', 'harum', 'korban', 'motif', 'sangka', 'tarik', 'bau', 'harum', 'anakanak', 'buat', 'rangsang', 'cabul', 'achmad', 'aman', 'polisi', 'barang', 'bukti', 'kuat', 'buat', 'sangka', 'pakai', 'bonceng', 'korban', 'gudang', 'kosongada', 'potong', 'baju', 'lengan', 'pendek', 'warna', 'biru', 'potong', 'celana', 'warna', 'abuabu', 'barang', 'milik', 'sangka', 'aman', 'barang', 'milik', 'korban', 'potong', 'baju', 'lengan', 'pendek', 'warna', 'pink', 'potong', 'baju', 'warna', 'kuning', 'potong', 'celana', 'pendek', 'warna', 'pink', 'potong', 'celana', 'warna', 'pink', 'milik', 'korbanatas', 'buat', 'sangka', 'jerat', 'pasal', 'jungto', 'pasal', 'e', 'uu', 'lindung', 'anak', 'ancam', 'pidana', 'singkat', 'penjara', 'denda', 'rp', 'miliar']",orang asing,4
"['tangis', 'maaf', 'aniaya', 'anak', 'selebgram', 'aghnia', 'punjabi', 'warna', 'sidang', 'pleidoi', 'dakwa', 'perkara', 'aniaya', 'anak', 'selebgram', 'aghnia', 'punjabi', 'baca', 'pleidoi', 'bela', 'hadap', 'majelis', 'hakim', 'adil', 'negeri', 'pn', 'kelas', 'i', 'a', 'malang', 'rabu', 'dakwa', 'indah', 'permata', 'sari', 'baca', 'bela', 'tulis', 'lembar', 'kertas', 'menang', 'nasehat', 'hukum', 'dakwa', 'haitsam', 'nuril', 'brantas', 'anarki', 'sidang', 'gelar', 'ruang', 'cakra', 'wib', 'wib', 'sidang', 'isak', 'tangis', 'tahan', 'dakwa', 'warna', 'proses', 'baca', 'pledoi', 'hadap', 'hakim', 'pleidoi', 'baca', 'tulis', 'lembar', 'kertas', 'dakwa', 'baca', 'pleidoi', 'dakwa', 'menang', 'haitsam', 'wartawan', 'kamis', 'isi', 'bela', 'dakwa', 'tulis', 'lembar', 'kertas', 'aku', 'salah', 'sali', 'buat', 'laku', 'akibat', 'luka', 'sedih', 'dalam', 'kakak', 'jana', 'amira', 'priyanka', 'keluarga', 'besar', 'keluarga', 'sempat', 'sepenuh', 'hati', 'mohon', 'maaf', 'kakak', 'cana', 'amira', 'priyanka', 'orangtua', 'kakak', 'cana', 'reunikky', 'abidarma', 'emy', 'aghnia', 'punjabi', 'laku', 'khilaf', 'sedikit', 'niat', 'buat', 'jadi', 'sungguh', 'kondisi', 'lelah', 'fisik', 'batin', 'jadi', 'malam', 'giat', 'pikir', 'kondisi', 'adik', 'utamannya', 'anak', 'almer', 'rangga', 'alghani', 'khawatir', 'anak', 'ambil', 'hak', 'asuh', 'ayah', 'jadi', 'benarbenar', 'sungguh', 'kali', 'laku', 'jaga', 'kakak', 'cana', 'amira', 'priyanka', 'asuh', 'anak', 'usia', 'kalimantan', 'timur', 'tepat', 'samarinda', 'th', 'dakwa', 'sungguh', 'sesal', 'sayang', 'kaka', 'cana', 'moga', 'kakak', 'cana', 'amira', 'priyanka', 'serta', 'orangtuanya', 'reunikky', 'emy', 'aghnia', 'punjabi', 'kenan', 'maaf', 'lupa', 'doa', 'moga', 'kakak', 'cana', 'amira', 'priyanka', 'sehat', 'tumbuh', 'anak', 'hebat', 'hilang', 'traumannya', 'bakti', 'orangtuannya', 'lindung', 'allah', 'swtsebagai', 'maaf', 'almer', 'rangga', 'alghani', 'anak', 'tinggal', 'anak', 'almer', 'rangga', 'alghani', 'penuh', 'butuh', 'anak', 'penuh', 'butuh', 'adik', 'orangtua', 'tunggal', 'anak', 'adik', 'ahmad', 'dandi', 'irwanto', 'jalan', 'obat', 'sembuh', 'masalah', 'psikologi', 'mulia', 'majelis', 'hakim', 'anggota', 'jaksa', 'jaksa', 'mohon', 'maaf', 'dalam', 'sesal', 'usaha', 'upaya', 'baik', 'mengulanggi', 'salah', 'jalan', 'hukum', 'penuh', 'tanggungjawab', 'tanggungjawab', 'selesai', 'hukum', 'asuh', 'damping', 'butuh', 'anak', 'almer', 'rangga', 'alghani', 'penuh', 'butuh', 'adik', 'mulia', 'majelis', 'hakim', 'jaksa', 'hormat', 'rendah', 'hati', 'mohon', 'mulia', 'vonis', 'hukum', 'serendahrendahnya', 'sekian', 'terimakasih', 'haitsam', 'bela', 'dakwa', 'majelis', 'hakim', 'jatuh', 'vonis', 'ringan', 'dakwa', 'milik', 'tanggung', 'tulang', 'punggung', 'keluarga', 'inti', 'tuntut', 'penjara', 'berat', 'tim', 'nasehat', 'hukum', 'harap', 'majelis', 'hakim', 'jatuh', 'vonis', 'hukum', 'sering', 'pisah', 'jaksa', 'tuntut', 'jpu', 'kejar', 'kota', 'malang', 'suudi', 'tanggap', 'kait', 'bela', 'dakwa', 'sidang', 'gelar', 'rabu', 'tanggap', 'tulis', 'sidang', 'inti', 'pegang', 'teguh', 'tuntut', 'tegasnyasebagai', 'informasi', 'dakwa', 'tuntut', 'jpu', 'kejar', 'kota', 'malang', 'sesuai', 'pasal', 'ayat', 'uu', 'ri', 'no', 'lindung', 'anak', 'hukum', 'pidana', 'penjara', 'denda', 'rp', 'juta', 'subsider', 'pidana', 'kurung']",pengasuh,1
"['bejat', 'ayah', 'padang', 'pariaman', 'perkosa', 'anak', 'kandung', 'lahir', 'video', 'aku', 'ajar', 'perempuan', 'padang', 'pariaman', 'sumatera', 'barat', 'sumbar', 'hamil', 'lahir', 'bayi', 'akibat', 'perkosa', 'ayah', 'kandung', 'viral', 'media', 'sosial', 'polisi', 'tangkap', 'ayah', 'bejat', 'detiksumut', 'selasa', 'video', 'durasi', 'menit', 'detik', 'tampil', 'aku', 'korban', 'inisial', 'v', 'perkosa', 'ayah', 'kandung', 'duduk', 'kelas', 'sd', 'v', 'aku', 'perkosa', 'ayah', 'ancam', 'perkosa', 'ayah', 'kelas', 'sd', 'laku', 'ancam', 'sebut', 'v', 'ikut', 'v', 'takut', 'ayah', 'nekat', 'korban', 'video', 'korban', 'aku', 'hamil', 'akibat', 'buat', 'bejat', 'ayah', 'kapolres', 'padang', 'pariaman', 'akbp', 'ahmad', 'faisol', 'amir', 'bekuk', 'laku', 'ayah', 'kandung', 'korban', 'faisol', 'sebut', 'laku', 'tangkap', 'kabur', 'buat', 'bejat', 'aa', 'aman', 'siang', 'laku', 'aman', 'daerah', 'kayu', 'tanam', 'kabur', 'rumah', 'kabur', 'hilang', 'jejak', 'faisol', 'faisol', 'benar', 'korban', 'usia', 'lahir', 'anak', 'laku', 'sebut', 'buat', 'bejat', 'laku', 'putri', 'kandung', 'korban', 'lahir', 'anak', 'laku', 'buat', 'bejat', 'aa', 'korban', 'hamil', 'lahir', 'faisol', 'aku', 'dalam', 'motif', 'laku', 'tega', 'tubuh', 'anak', 'lahir', 'dalam', 'motif', 'modus', 'laku', 'dalam', 'tutup']",keluarga,0
"['pedih', 'sang', 'ayah', 'anak', 'korban', 'perkosa', 'sukabumi', 'tetes', 'air', 'mata', 'a', 'iring', 'langkah', 'mapolres', 'sukabumi', 'langkah', 'gontai', 'a', 'antar', 'putri', 'usia', 'jalan', 'trauma', 'healing', 'tragedi', 'milu', 'timpa', 'putri', 'cinta', 'salah', 'final', 'ajang', 'putri', 'nelayan', 'palabuhanratu', 'kabupaten', 'sukabumi', 'gadis', 'duga', 'korban', 'perkosa', 'pria', 'inisial', 's', 'oknum', 'panitia', 'nelayan', 'palabuhanratu', 'kuat', 'wajah', 'anak', 'perih', 'sakit', 'hati', 'kemarin', 'jalan', 'terapi', 'pulih', 'psikologis', 'kuat', 'lirih', 'a', 'cerita', 'detikjabar', 'selasa', 'jadi', 'pilu', 'ungkap', 'a', 'cerita', 'kronologi', 'jadi', 'dasar', 'aku', 'putri', 'peristiwa', 'mei', 'korban', 'tonton', 'tanding', 'voli', 'acara', 'giat', 'nelayankorban', 'hubung', 'teman', 'status', 'salah', 'final', 'putri', 'nelayan', 'orang', 'pria', 'dermaga', 'ppnp', 'palabuhanratu', 'tanding', 'voli', 'rangkai', 'giat', 'nelayan', 'teman', 'korban', 'salah', 'hotel', 'tonton', 'voli', 'hotel', 'sengaja', 'sewa', 'panitia', 'nelayan', 'giat', 'putri', 'nelayan', 'anak', 'kamar', 'hotel', 'booking', 'panitia', 'nelayan', 'make', 'up', 'rangkai', 'giat', 'situ', 'anak', 'kamar', 'teman', 'alas', 'beli', 'makan', 'a', 'detikjabar', 'senin', 'si', 'laku', 'kamar', 'masuk', 'mati', 'lampu', 'paksa', 'perkosa', 'jadi', 'si', 'lapor', 'kontak', 'kawan', 'situ', 'si', 'seprei', 'si', 'lapor', 'buntelbuntel', 'lipat', 'bawa', 'si', 'lapor', 'bawa', 'seprai', 'ganti', 'seprai', 'pakai', 'sambung', 'a', 'a', 'merinci', 'peristiwa', 'duga', 'perkosa', 'jumat', 'mei', 'lapor', 'jumat', 'juli', 'korban', 'usia', 'kabar', 'alami', 'trauma', 'a', 'sebut', 'putri', 'ancam', 's', 'langsung', 'lapor', 'peristiwa', 'timpa', 'alas', 'keluarga', 'lapor', 'anak', 'langsung', 'lapor', 'takut', 'chatingan', 'lihat', 'seolaholah', 'pacar', 'bujuk', 'putri', 'akarena', 'kondisi', 'anak', 'trauma', 'berani', 'lapor', 'ibu', 'anak', 'tinggal', 'ibu', 'kamis', 'kabar', 'besok', 'jumat', 'langsung', 'lapor', 'polisi', 'imbuh', 'a', 'dasar', 'peristiwa', 'cerita', 'putri', 'a', 'putus', 'lapor', 's', 'polisi', 'duga', 'perkosa', 'a', 'lapor', 's', 'unit', 'lindung', 'perempuan', 'anak', 'ppa', 'satreskrim', 'polres', 'sukabumi', 'juli', 'lapor', 'jumat', 'hubung', 'mantan', 'istri', 'korban', 'hari', 'kamis', 'abar', 'putri', 'korban', 'perkosa', 'ucapnyaanak', 'alami', 'ancam', 'tekan', 'bayang', 'jadi', 'lampu', 'mati', 'anak', 'paksa', 'pakai', 'sabuk', 'paksa', 'anak', 'cerita', 'takut', 'bunuh', 'hasil', 'olah', 'tkp', 'polisi', 'sebut', 'tkp', 'nya', 'salah', 'kamar', 'hotel', 'posisi', 'lorong', 'sambung', 'a', 'harap', 'polisi', 'profesional', 'tangan', 'lapor', 'a', 'ucap', 'proses', 'hukum', 'serah', 'polisi', 'harap', 'polisi', 'mekukan', 'tahap', 'lidi', 'profesional', 'materi', 'masuk', 'ranah', 'sidi', 'serah', 'temanteman', 'polisi', 'silah', 'kawan', 'media', 'sidik', 'kabar', 'terima', 'gelar', 'perkara', 'a', 'unit', 'ppa', 'satreskrim', 'polres', 'sukabumi', 'naik', 'status', 'lidi', 'sidi', 'kait', 'lapor', 'duga', 'persetubuhanpencabulan', 'anak', 'duga', 'libat', 'oknum', 'panitia', 'nelayan', 'palabuhnratu', 'tetap', 'sidik', 'keras', 'tetap', 'sangka', 'tahap', 'gelar', 'perkara', 'tingkat', 'sidi', 'tahapantahapan', 'sidi', 'tentu', 'sangka', 'ipda', 'sidik', 'zaelani', 'kanit', 'ppa', 'satreskrim', 'polres', 'sukabumi', 'hubung', 'detikjabar', 'selasa', 'sidik', 'profesional', 'ungkap', 'tahap', 'tempuh', 'periksa', 'saksisaksi', 'terang', 'korban', 'himpun', 'imbuh', 'kuasa', 'hukum', 's', 'tusyana', 'terang', 'apa', 'kuasa', 'hukum', 's', 'berstatemen', 'harga', 'polisi', 'lidi', 'sidi', 'singkat', 'tusyana']",orang asing,4
"['oknum', 'polisi', 'belitung', 'lapor', 'cabul', 'anak', 'umur', 'oknum', 'polisi', 'polres', 'belitung', 'lapor', 'duga', 'cabul', 'anak', 'umur', 'polisi', 'pangkat', 'brigadir', 'periksa', 'propam', 'polres', 'belitung', 'unit', 'layan', 'perempuan', 'anak', 'ppa', 'polres', 'belitung', 'terima', 'lapor', 'polisi', 'lp', 'kait', 'duga', 'cabul', 'duga', 'buat', 'asusila', 'terjadibenar', 'jalan', 'korban', 'orang', 'saksi', 'periksa', 'dokter', 'periksa', 'korban', 'periksa', 'plt', 'kasat', 'reskrim', 'polres', 'belitung', 'iptu', 'dedy', 'irmawan', 'hubung', 'detiksumbagsel', 'minggu', 'dedy', 'oknum', 'polisi', 'periksa', 'senin', 'mapolres', 'belitung', 'sangkut', 'surat', 'panggil', 'jumat', 'rencana', 'besok', 'periksa', 'gelar', 'penyidikpenyidik', 'kanitkanit', 'gelar', 'tetap', 'sangka', 'periksa', 'lapor', 'gelar', 'bukti', 'tetap', 'sangka', 'timpal', 'dedy', 'oknum', 'polisi', 'lapor', 'periksa', 'propam', 'inti', 'propam', 'jalan', 'jalan', 'bareng', 'proses', 'terang', 'kanit', 'ppa', 'satreskrim', 'polres', 'belitung', 'aipda', 'lartha', 'angela', 'periksa', 'saksisaksi', 'korban', 'lartha', 'oknum', 'polisi', 'bukti', 'tetap', 'sangka', 'langsung', 'tahan', 'proses', 'koordinasi', 'propam', 'polres', 'belitung', 'tahan', 'mata', 'hukum', 'tutup']",orang asing,4
"['bejat', 'anak', 'perempuan', 'gresik', 'perkosa', 'pemuda', 'anak', 'perempuan', 'usia', 'camat', 'tambak', 'bawean', 'gresik', 'korban', 'perkosa', 'gilir', 'korban', 'gilir', 'pelakuinformasi', 'himpun', 'perkosa', 'mei', 'korban', 'perkosa', 'pemuda', 'inisial', 'ma', 'sn', 'zr', 'as', 'empat', 'warga', 'jugasaat', 'korban', 'rumah', 'teman', 'jemput', 'laku', 'ma', 'zr', 'wib', 'korban', 'bawa', 'laku', 'warung', 'kopi', 'kawasan', 'tambak', 'bawean', 'lokasi', 'laku', 'as', 'sn', 'tunggu', 'selang', 'menit', 'laku', 'ma', 'hampir', 'korban', 'tunggu', 'motor', 'tarik', 'tangan', 'korban', 'korban', 'usaha', 'berontak', 'lawan', 'laku', 'ancam', 'korban', 'turut', 'ma', 'ruang', 'dapur', 'warung', 'kopi', 'dapur', 'ma', 'aksi', 'bejat', 'korban', 'susul', 'laku', 'ganti', 'kanit', 'ppa', 'polres', 'gresik', 'ipda', 'hepi', 'muslih', 'riza', 'benar', 'peristiwa', 'aman', 'laku', 'perkosa', 'korban', 'tubuh', 'ganti', 'orang', 'tubuh', 'korban', 'antar', 'pulang', 'rumah', 'teman', 'hepi', 'hepi', 'rinci', 'modus', 'laku', 'periksa', 'laku', 'laku', 'tahan', 'mapolres', 'gresik', 'periksa', 'pungkas', 'hepi']",orang asing,4
"['muncul', 'video', 'keras', 'ajar', 'cilacap', 'lokasi', 'heboh', 'rundung', 'aniaya', 'siswa', 'smp', 'kabupaten', 'cilacap', 'edar', 'video', 'keras', 'ajar', 'lokasi', 'polisi', 'aman', 'laku', 'keras', 'yes', 'aman', 'kasat', 'reskrim', 'polresta', 'cilacap', 'kompol', 'guntar', 'arif', 'setyoko', 'lansir', 'detikjateng', 'kamis', 'korban', 'kelas', 'nantangin', 'adik', 'kelas', 'adik', 'kelas', 'ngadu', 'kakak', 'kelas', 'sambung', 'kemarin', 'guntar', 'duga', 'kelahi', 'anak', 'tangan', 'sesuai', 'hukum', 'acara', 'adil', 'anak', 'sesuai', 'hukum', 'acara', 'adil', 'anak', 'hubung', 'detikjateng', 'jumat', 'guntar', 'benar', 'lokasi', 'video', 'keras', 'edar', 'kali', 'lokasi', 'video', 'keras', 'ajar', 'iya', 'lokasi', 'camat', 'cimanggu', 'jadi', 'senin', 'terang']",teman,3
"['bejat', 'pria', 'purwakarta', 'cabul', 'anak', 'umur', 'polisi', 'tangkap', 'pria', 'inisial', 'ad', 'purwakarta', 'jawa', 'barat', 'ad', 'tangkap', 'duga', 'cabul', 'jenis', 'anakdilansir', 'detikjabar', 'rabu', 'mayoritas', 'korban', 'ad', 'usia', 'umur', 'cabul', 'laku', 'total', 'korban', 'usia', 'ratarata', 'jadi', 'ungkap', 'desa', 'cempaka', 'yayan', 'sahrodi', 'yayan', 'ungkap', 'lapor', 'salah', 'orang', 'tua', 'korban', 'kepala', 'desa', 'korban', 'lapor', 'sembilan', 'orang', 'hasil', 'lapor', 'kini', 'korban', 'cabul', 'ad', 'capai', 'orang', 'warga', 'aku', 'sangka', 'laku', 'inisial', 'ad', 'tega', 'buat', 'asusila', 'anak', 'lakilaki', 'laku', 'duga', 'leceh', 'seksual', 'cabul', 'aksi', 'bejat', 'ad', 'duga', 'rumah', 'laku', 'lapang', 'kawasan', 'sekolah', 'agama', 'desa', 'dinas', 'sosial', 'lindung', 'perempuan', 'anak', 'dinsos', 'pa', 'kabupaten', 'purwakarta', 'komisi', 'lindung', 'anak', 'indonesia', 'kpai', 'purwakarta', 'turun', 'tangan', 'bas', 'anak', 'purwakarta', 'korban', 'leceh', 'seksualpihak', 'perintah', 'daerah', 'langsung', 'trauma', 'healing', 'anak', 'korban', 'langkah', 'rutin', 'sembuh', 'ganggu', 'psikologis', 'assesment', 'korban', 'orang', 'tua', 'pola', 'asuh', 'didik', 'rumah', 'fiskalia', 'kartika', 'konselor', 'psikologi', 'dinsos', 'pa', 'purwakarta', 'temu', 'salah', 'kantor', 'desa', 'camat', 'campaka', 'trauma', 'healing', 'korban']",orang asing,4
"['anak', 'duga', 'korban', 'sodomi', 'pria', 'purwakarta', 'korban', 'sodomi', 'pria', 'inisial', 'ad', 'purwakarta', 'tambah', 'orang', 'tua', 'korban', 'lapor', 'anak', 'korban', 'biadab', 'pria', 'total', 'korban', 'usia', 'ratarata', 'jadi', 'ungkap', 'yayan', 'sahrodi', 'desa', 'cempaka', 'awak', 'media', 'selasa', 'yayan', 'cabul', 'anak', 'lapor', 'salah', 'korban', 'orang', 'tua', 'kepala', 'desa', 'korban', 'tambah', 'data', 'sembilan', 'korban', 'laku', 'tangkap', 'warga', 'tambah', 'lapor', 'warga', 'aku', 'sangka', 'laku', 'inisial', 'ad', 'tega', 'buat', 'asusila', 'anak', 'lakilaki', 'yayan', 'laku', 'kenal', 'orang', 'perilaku', 'normal', 'ramah', 'sopan', 'kriminalitas', 'yayan', 'psikologi', 'laku', 'ganggu', 'kenal', 'ayah', 'hilang', 'sosok', 'laku', 'kabar', 'korban', 'lidi', 'laku', 'korban', 'leceh', 'seksual', 'dulunya', 'ungkapnyaberdasarkan', 'informasi', 'laku', 'duga', 'leceh', 'seksual', 'cabul', 'aksi', 'bejat', 'ad', 'duga', 'rumah', 'laku', 'lapang', 'kawasan', 'sekolah', 'agama', 'desa', 'korban', 'aku', 'alami', 'trauma', 'akibat', 'buat', 'laku', 'yayan', 'aku', 'komunikasi', 'komisi', 'lindung', 'anak', 'indonesia', 'kpai', 'dinas', 'sosial', 'purwakarta', 'tangan', 'korban', 'korban', 'damping', 'ahli', 'psikolog', 'dinsos', 'purwakarta', 'trauma', 'hilang', 'korban', 'pungkas', 'trauma', 'healingsementara', 'dinas', 'sosial', 'lindung', 'perempuan', 'anak', 'dinsos', 'pa', 'kabupaten', 'purwakarta', 'komisi', 'lindung', 'anak', 'indonesia', 'kpai', 'purwakarta', 'turun', 'tangan', 'bas', 'anak', 'purwakarta', 'korban', 'leceh', 'seksualpihak', 'perintah', 'daerah', 'langsung', 'trauma', 'healing', 'anak', 'korban', 'langkah', 'rutin', 'depan', 'sembuh', 'ganggu', 'psikologis', 'assesment', 'korban', 'orang', 'tua', 'pola', 'asuh', 'didik', 'rumah', 'fiskalia', 'kartika', 'konselor', 'psikologi', 'dinsos', 'pa', 'purwakarta', 'temu', 'salah', 'kantor', 'desa', 'camat', 'campaka', 'trauma', 'healing', 'korban', 'fiskalia', 'tahap', 'trauma', 'healing', 'konseling', 'terap', 'psikologi', 'terap', 'psikologi', 'tuju', 'sembuh', 'trauma', 'dalam', 'alami', 'korban', 'keluar', 'emosi', 'negatif', 'perlahan', 'emosi', 'korban', 'stabil', 'tinggal', 'trauma', 'dalam', 'akibat', 'korban', 'orang', 'lainkita', 'bantu', 'keluar', 'emosi', 'negatif', 'alami', 'korban', 'kondisi', 'trauma', 'ringan', 'trauma', 'berat', 'kabid', 'lindung', 'perempuan', 'anak', 'dinsos', 'pa', 'purwakarta', 'heni', 'hendrayani', 'sosialisasi', 'perihal', 'lindung', 'anak', 'peristiwa', 'hal', 'wilayah', 'campaka', 'bilamana', 'korban', 'lapor', 'awas', 'gantung', 'lapor', 'jalan', 'sosialisasi', 'lapor', 'harap', 'masyarakat', 'buka', 'lapor', 'jadi', 'heni', 'ad', 'alias', 'mahmud', 'warga', 'purwakarta', 'urus', 'polisi', 'duga', 'sodomi', 'bocah', 'lakilaki', 'ungkap', 'lapor', 'orang', 'tua', 'salah', 'korban', 'anak', 'korban', 'keras', 'seksual', 'laku', 'kasat', 'reskrim', 'polres', 'purwakarta', 'muhammad', 'arwin', 'awak', 'media', 'senin']",orang asing,4
"['bejat', 'tulungagung', 'perkosa', 'anak', 'kandung', 'kali', 'is', 'tulungagung', 'paksa', 'urus', 'polisi', 'tega', 'perkosa', 'anak', 'kandung', 'aksi', 'bejat', 'berkalikali', 'kasatreskrim', 'polres', 'tulungagung', 'akp', 'mohammad', 'nur', 'laku', 'perkosa', 'anak', 'kandung', 'usia', 'kali', 'laku', 'tangkap', 'sangka', 'kemarin', 'tangkap', 'sangka', 'langsung', 'tahan', 'nur', 'senin', 'periksa', 'sangka', 'aku', 'aksi', 'bejat', 'rumah', 'kondisi', 'kosong', 'laku', 'pisah', 'ranjang', 'sang', 'istri', 'tahan', 'hasrat', 'seksual', 'nekat', 'lampias', 'buah', 'hati', 'korban', 'tinggal', 'pergi', 'ibu', 'istri', 'laku', 'buat', 'kait', 'polisi', 'dalam', 'sangka', 'perkosa', 'kali', 'buat', 'sangka', 'ancam', 'jerat', 'undangundang', 'lindung', 'anak', 'ancam', 'hukum', 'maksimal', 'penjara', 'tambah', 'tiga', 'korban', 'anak', 'kandung', 'laku']",keluarga,0
"['ayah', 'alor', 'sekap', 'aniaya', 'anak', 'kandung', 'gegara', 'curi', 'polres', 'alor', 'ungkap', 'ayah', 'inisial', 'yyl', 'sekap', 'aniaya', 'anak', 'kandung', 'pml', 'curi', 'bocah', 'lakilaki', 'usia', 'derita', 'lukaluka', 'akibat', 'aniaya', 'motif', 'anak', 'ambil', 'barang', 'orang', 'bapak', 'emosi', 'laku', 'keras', 'anak', 'kasat', 'reskrim', 'polres', 'alor', 'akp', 'yames', 'jems', 'mbau', 'detikbali', 'jumat', 'pria', 'usia', 'sekap', 'aniaya', 'pml', 'desa', 'pido', 'camat', 'alor', 'timur', 'laut', 'kabupaten', 'alor', 'nusa', 'tenggara', 'timur', 'ntt', 'yyl', 'sangka', 'tetap', 'sangka', 'langsung', 'tahan', 'yames', 'yames', 'tetap', 'sangka', 'dasar', 'lapor', 'polisi', 'nomorlpbvispktpolres', 'alorpolda', 'ntt', 'yames', 'yyl', 'jerat', 'pasal', 'ayat', 'juncto', 'pasal', 'c', 'undangundang', 'uu', 'nomor', 'lindung', 'anak', 'ancam', 'penjara', 'periksa', 'tangkap', 'sangka', 'langsung', 'tahan', 'juli', 'ruang', 'tahan', 'polres', 'alor', 'yames', 'berita', 'polres', 'alor', 'tangkap', 'yyl', 'tega', 'sekap', 'aniaya', 'pml', 'dapur', 'akibat', 'pml', 'derita', 'lukaluka', 'peristiwa', 'sabtu', 'wita']",keluarga,0
"['bejat', 'pria', 'serang', 'cabul', 'anak', 'tiri', 'polisi', 'tangkap', 'pria', 'inisial', 'hm', 'kabupaten', 'serang', 'banten', 'cabul', 'anak', 'tiri', 'laku', 'cabul', 'korban', 'duduk', 'kelas', 'ii', 'smpkorban', 'buat', 'cabul', 'kelas', 'ii', 'smp', 'kasi', 'humas', 'polres', 'serang', 'akp', 'dedi', 'djumhaedi', 'wartawan', 'selasa', 'korban', 'usia', 'dedi', 'laku', 'cabul', 'korban', 'kali', 'kamis', 'wib', 'rumah', 'laku', 'dedi', 'laku', 'lancar', 'aksi', 'bejat', 'malam', 'korban', 'tidur', 'turut', 'tangan', 'laku', 'sentuh', 'tubuh', 'korban', 'tubuh', 'sensitifkorban', 'usia', 'laku', 'tangkap', 'sabtu', 'wib', 'hm', 'tetap', 'sangka', 'tahan', 'polres', 'serang']",keluarga,0
